time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,-0.12,0.99,-0.06,-0.06,-0.13,0.52,-0.05,0.07,-0.03,1012.83
0.003,-0.12,0.99,-0.06,-0.06,-0.13,0.52,0.02,0.03,-0.02,1012.83
0.004,-0.12,0.99,-0.06,0.09,-0.06,0.09,0.02,0.03,-0.02,1012.83
0.007,-0.12,0.99,-0.06,0.09,-0.06,0.09,0.02,0.03,-0.02,1012.83
0.029,-0.21,1.00,-0.05,0.09,-0.06,0.09,0.02,0.03,-0.02,1012.83
0.029,-0.21,1.00,-0.05,0.09,-0.06,0.09,0.03,0.14,-0.02,1012.83
0.03,-0.21,1.00,-0.05,-0.75,0.10,0.22,0.03,0.14,-0.02,1012.83
0.066,-0.21,1.00,-0.05,-0.75,0.10,0.22,0.03,0.14,-0.02,1012.84
0.068,-0.17,1.02,-0.04,-0.75,0.10,0.22,0.03,0.14,-0.02,1012.84
0.069,-0.17,1.02,-0.04,-0.75,0.10,0.22,0.03,0.12,0.05,1012.84
0.069,-0.17,1.02,-0.04,-0.35,0.29,0.35,0.03,0.12,0.05,1012.84
0.109,-0.17,1.00,-0.06,-0.35,0.29,0.35,0.03,0.12,0.05,1012.84
0.11,-0.17,1.00,-0.06,-0.35,0.29,0.35,0.05,0.18,0.05,1012.84
0.11,-0.17,1.00,-0.06,-0.39,0.11,0.22,0.05,0.18,0.05,1012.84
0.126,-0.17,1.00,-0.06,-0.39,0.11,0.22,0.05,0.18,0.05,1012.84
0.157,-0.21,0.94,-0.08,-0.39,0.11,0.22,0.05,0.18,0.05,1012.84
0.163,-0.21,0.94,-0.08,-0.39,0.11,0.22,0.07,0.12,0.21,1012.84
0.165,-0.21,0.94,-0.08,-0.87,-0.50,0.02,0.07,0.12,0.21,1012.84
0.197,-0.21,0.94,-0.08,-0.87,-0.50,0.02,0.07,0.12,0.21,1012.84
0.198,-0.13,1.00,-0.10,-0.87,-0.50,0.02,0.07,0.12,0.21,1012.84
0.199,-0.13,1.00,-0.10,-0.19,0.05,-0.18,0.07,0.12,0.21,1012.84
0.2,-0.13,1.00,-0.10,-0.19,0.05,-0.18,0.05,0.05,0.26,1012.84
0.235,-0.19,1.00,-0.09,-0.19,0.05,-0.18,0.05,0.05,0.26,1012.84
0.238,-0.19,1.00,-0.09,-0.19,0.05,-0.18,0.02,0.15,0.28,1012.84
0.24,-0.19,1.00,-0.09,-0.92,0.03,-0.05,0.02,0.15,0.28,1012.84
