time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.008,-0.18,0.99,0.06,-0.32,-0.02,0.08,-0.04,0.16,-0.03,1012.80
0.009,-0.18,0.99,0.06,-0.32,-0.02,0.08,-0.01,0.00,0.02,1012.80
0.009,-0.18,0.99,0.06,0.12,0.04,-0.04,-0.01,0.00,0.02,1012.80
0.022,-0.18,0.99,0.06,0.12,0.04,-0.04,-0.01,0.00,0.02,1012.80
0.045,-0.22,0.98,0.07,0.12,0.04,-0.04,-0.01,0.00,0.02,1012.80
0.046,-0.22,0.98,0.07,0.12,0.04,-0.04,-0.02,0.02,0.02,1012.80
0.046,-0.22,0.98,0.07,-0.24,-0.06,0.01,-0.02,0.02,0.02,1012.80
0.081,-0.22,0.98,0.07,-0.24,-0.06,0.01,-0.02,0.02,0.02,1012.79
0.084,-0.17,0.99,0.06,-0.24,-0.06,0.01,-0.02,0.02,0.02,1012.79
0.085,-0.17,0.99,0.06,-0.24,-0.06,0.01,-0.03,0.01,0.03,1012.79
0.086,-0.17,0.99,0.06,0.23,0.09,-0.03,-0.03,0.01,0.03,1012.79
0.131,-0.18,0.99,0.06,0.23,0.09,-0.03,-0.03,0.01,0.03,1012.79
0.132,-0.18,0.99,0.06,0.23,0.09,-0.03,-0.04,0.09,-0.01,1012.79
0.133,-0.18,0.99,0.06,0.11,0.05,-0.04,-0.04,0.09,-0.01,1012.79
0.142,-0.18,0.99,0.06,0.11,0.05,-0.04,-0.04,0.09,-0.01,1012.78
0.164,-0.21,0.98,0.07,0.11,0.05,-0.04,-0.04,0.09,-0.01,1012.78
0.165,-0.21,0.98,0.07,0.11,0.05,-0.04,-0.05,0.13,-0.01,1012.78
0.166,-0.21,0.98,0.07,-0.13,-0.07,-0.00,-0.05,0.13,-0.01,1012.78
0.202,-0.21,0.98,0.07,-0.13,-0.07,-0.00,-0.05,0.13,-0.01,1012.80
0.204,-0.23,0.97,0.10,-0.13,-0.07,-0.00,-0.05,0.13,-0.01,1012.80
0.204,-0.23,0.97,0.10,-0.13,-0.07,-0.00,-0.04,0.10,0.00,1012.80
0.207,-0.23,0.97,0.10,-0.34,-0.16,0.32,-0.04,0.10,0.00,1012.80
0.253,-0.28,0.96,0.15,-0.34,-0.16,0.32,-0.04,0.10,0.00,1012.80
0.255,-0.28,0.96,0.15,-0.34,-0.16,0.32,0.02,0.02,0.04,1012.80
0.255,-0.28,0.96,0.15,-0.87,-0.25,0.80,0.02,0.02,0.04,1012.80
0.281,-0.28,0.96,0.15,-0.87,-0.25,0.80,0.02,0.02,0.04,1012.81
0.286,-0.30,0.94,0.15,-0.87,-0.25,0.80,0.02,0.02,0.04,1012.81
0.287,-0.30,0.94,0.15,-0.87,-0.25,0.80,0.17,-0.24,0.16,1012.81
0.287,-0.30,0.94,0.15,-1.10,-0.43,0.82,0.17,-0.24,0.16,1012.81
0.33,-0.10,1.04,-0.01,-1.10,-0.43,0.82,0.17,-0.24,0.16,1012.81
0.331,-0.10,1.04,-0.01,-1.10,-0.43,0.82,0.21,-0.26,0.29,1012.81
0.331,-0.10,1.04,-0.01,-1.10,-0.43,0.82,0.21,-0.26,0.29,1012.81
0.331,-0.10,1.04,-0.01,0.78,0.54,-0.66,0.21,-0.26,0.29,1012.81
0.362,-0.14,1.02,-0.04,0.78,0.54,-0.66,0.21,-0.26,0.29,1012.81
0.362,-0.14,1.02,-0.04,0.78,0.54,-0.66,0.09,0.01,0.29,1012.81
0.363,-0.14,1.02,-0.04,0.29,0.26,-0.95,0.09,0.01,0.29,1012.81
0.381,-0.14,1.02,-0.04,0.29,0.26,-0.95,0.09,0.01,0.29,1012.80
0.403,-0.15,0.94,0.10,0.29,0.26,-0.95,0.09,0.01,0.29,1012.80
0.406,-0.15,0.94,0.10,0.29,0.26,-0.95,-0.01,0.14,0.31,1012.80
0.408,-0.15,0.94,0.10,0.06,-0.51,0.44,-0.01,0.14,0.31,1012.80
