time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.004,-0.07,1.01,-0.05,-0.01,0.03,-0.04,-0.02,0.09,-0.01,1012.82
0.005,-0.05,1.01,-0.01,-0.01,0.03,-0.04,-0.02,0.09,-0.01,1012.82
0.006,-0.05,1.01,-0.01,-0.01,0.03,-0.04,-0.03,-0.05,0.01,1012.82
0.014,-0.05,1.01,-0.01,-0.45,0.19,-0.14,-0.03,-0.05,0.01,1012.82
0.049,-0.05,1.01,-0.01,-0.44,0.19,-0.14,-0.03,-0.05,0.01,1012.82
0.05,-0.05,1.01,-0.01,-0.44,0.19,-0.14,-0.00,0.03,-0.01,1012.82
0.051,-0.05,1.01,-0.01,-0.44,0.19,-0.14,-0.00,0.03,-0.01,1012.83
0.063,-0.08,1.00,-0.05,-0.44,0.19,-0.14,-0.00,0.03,-0.01,1012.83
0.083,-0.08,1.00,-0.05,-0.44,0.19,-0.14,-0.00,-0.02,0.02,1012.83
0.084,-0.08,1.00,-0.05,-0.18,0.06,0.37,-0.00,-0.02,0.02,1012.83
0.111,-0.08,1.00,-0.05,-0.18,0.06,0.37,-0.00,-0.02,0.02,1012.83
0.127,-0.03,1.02,-0.06,-0.18,0.06,0.37,-0.00,-0.02,0.02,1012.83
0.129,-0.03,1.02,-0.06,-0.18,0.06,0.37,-0.05,-0.04,-0.00,1012.83
0.13,-0.03,1.02,-0.06,-0.16,0.13,-0.30,-0.05,-0.04,-0.00,1012.83
0.165,-0.03,1.02,-0.06,-0.14,0.13,-0.32,-0.05,-0.04,-0.00,1012.83
0.167,-0.03,1.02,-0.06,-0.14,0.13,-0.32,-0.08,-0.01,-0.05,1012.83
0.17,-0.03,1.02,-0.06,-0.14,0.13,-0.32,-0.08,-0.01,-0.05,1012.83
0.18,-0.06,0.99,-0.01,-0.14,0.13,-0.32,-0.08,-0.01,-0.05,1012.83
0.207,-0.06,0.99,-0.01,-0.02,0.11,-0.11,-0.08,-0.01,-0.05,1012.83
0.211,-0.06,0.99,-0.01,-0.02,0.11,-0.11,-0.06,-0.02,-0.08,1012.83
0.249,-0.06,0.99,-0.01,-0.02,0.11,-0.11,-0.06,-0.02,-0.08,1012.82
0.25,-0.06,0.99,-0.03,-0.02,0.11,-0.11,-0.06,-0.02,-0.08,1012.82
0.251,-0.06,0.99,-0.03,-0.02,0.11,-0.11,-0.03,0.06,-0.08,1012.82
0.251,-0.06,0.99,-0.03,-0.13,-0.06,0.28,-0.03,0.06,-0.08,1012.82
0.289,-0.06,0.99,-0.03,-0.13,-0.06,0.28,-0.03,0.06,-0.02,1012.82
0.29,-0.06,0.99,-0.03,-0.12,-0.06,0.27,-0.03,0.06,-0.02,1012.82
0.291,-0.06,0.99,-0.03,-0.12,-0.06,0.27,-0.03,0.06,-0.02,1012.82
0.309,-0.09,1.00,-0.02,-0.12,-0.06,0.27,-0.03,0.06,-0.02,1012.82
0.321,-0.09,1.00,-0.02,-0.12,-0.06,0.27,-0.05,-0.06,0.03,1012.82
