time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.003,0.16,0.99,-0.03,-0.15,0.11,0.09,-0.05,-0.02,0.00,1012.85
0.004,0.16,0.99,-0.03,-0.15,0.11,0.09,-0.02,-0.09,0.01,1012.85
0.005,0.16,0.99,-0.03,-0.19,0.06,-0.20,-0.02,-0.09,0.01,1012.85
0.026,0.20,0.96,-0.01,-0.19,0.06,-0.20,-0.02,-0.09,0.01,1012.85
0.027,0.20,0.96,-0.01,-0.19,0.06,-0.20,-0.06,-0.12,0.01,1012.85
0.028,0.20,0.96,-0.01,0.25,-0.18,0.05,-0.06,-0.12,0.01,1012.85
0.035,0.20,0.96,-0.01,0.25,-0.18,0.05,-0.06,-0.12,0.01,1012.86
0.065,0.18,0.99,0.01,0.25,-0.18,0.05,-0.06,-0.12,0.01,1012.86
0.066,0.18,0.99,0.01,0.25,-0.18,0.05,-0.03,-0.04,-0.04,1012.86
0.066,0.18,0.99,0.01,0.05,0.09,0.16,-0.03,-0.04,-0.04,1012.86
0.113,0.18,0.99,0.01,0.05,0.09,0.16,-0.03,-0.04,-0.04,1012.87
0.115,0.18,0.99,0.01,0.15,0.04,-0.04,-0.03,-0.04,-0.04,1012.87
0.117,0.19,0.99,-0.01,0.15,0.04,-0.04,-0.03,-0.04,-0.04,1012.87
0.118,0.19,0.99,-0.01,0.15,0.04,-0.04,-0.01,-0.06,-0.07,1012.87
0.165,0.16,0.97,0.00,0.15,0.04,-0.04,-0.01,-0.06,-0.07,1012.87
0.167,0.16,0.97,0.00,0.15,0.04,-0.04,-0.01,-0.10,-0.11,1012.87
0.169,0.16,0.97,0.00,-0.04,-0.12,0.12,-0.01,-0.10,-0.11,1012.87
0.171,0.16,0.97,0.00,-0.04,-0.12,0.12,-0.01,-0.10,-0.11,1012.86
0.186,0.16,0.97,0.00,0.16,0.02,0.30,-0.01,-0.10,-0.11,1012.86
0.189,0.18,0.99,0.02,0.16,0.02,0.30,-0.01,-0.10,-0.11,1012.86
0.19,0.18,0.99,0.02,0.16,0.02,0.30,0.03,-0.15,-0.11,1012.86
0.233,0.18,0.99,0.02,0.16,0.02,0.30,0.03,-0.15,-0.11,1012.84
0.236,0.15,0.98,0.03,0.16,0.02,0.30,0.03,-0.15,-0.11,1012.84
0.238,0.15,0.98,0.03,0.16,0.02,0.30,0.12,-0.17,-0.15,1012.84
0.24,0.15,0.98,0.03,-0.06,-0.01,0.48,0.12,-0.17,-0.15,1012.84
0.27,0.15,0.98,0.03,-0.25,-0.17,0.59,0.12,-0.17,-0.15,1012.84
0.271,0.13,0.97,0.03,-0.25,-0.17,0.59,0.12,-0.17,-0.15,1012.84
0.272,0.13,0.97,0.03,-0.25,-0.17,0.59,0.26,-0.19,-0.13,1012.84
0.275,0.13,0.97,0.03,-0.25,-0.17,0.59,0.26,-0.19,-0.13,1012.84
0.308,0.10,0.98,-0.02,-0.25,-0.17,0.59,0.26,-0.19,-0.13,1012.84
0.309,0.10,0.98,-0.02,-0.25,-0.17,0.59,0.37,-0.15,-0.07,1012.84
0.31,0.10,0.98,-0.02,-0.47,-0.03,0.23,0.37,-0.15,-0.07,1012.84
0.336,0.10,0.98,-0.02,-0.47,-0.03,0.23,0.37,-0.15,-0.07,1012.85
0.342,0.08,0.97,-0.07,-0.47,-0.03,0.23,0.37,-0.15,-0.07,1012.85
0.343,0.08,0.97,-0.07,-0.47,-0.03,0.23,0.39,-0.15,-0.03,1012.85
0.344,0.08,0.97,-0.07,-0.69,-0.18,-0.08,0.39,-0.15,-0.03,1012.85
0.383,0.12,0.96,-0.05,-0.69,-0.18,-0.08,0.39,-0.15,-0.03,1012.85
0.386,0.12,0.96,-0.05,-0.69,-0.18,-0.08,0.36,-0.34,0.00,1012.85
0.388,0.12,0.96,-0.05,-0.25,-0.22,0.23,0.36,-0.34,0.00,1012.85
0.396,0.12,0.96,-0.05,-0.25,-0.22,0.23,0.36,-0.34,0.00,1012.86
0.426,0.15,0.91,0.02,-0.25,-0.22,0.23,0.36,-0.34,0.00,1012.86
0.427,0.15,0.91,0.02,-0.25,-0.22,0.23,0.34,-0.44,0.03,1012.86
0.428,0.15,0.91,0.02,0.03,-0.68,1.02,0.34,-0.44,0.03,1012.86
0.457,0.15,0.91,0.02,0.03,-0.68,1.02,0.34,-0.44,0.03,1012.85
0.46,0.05,0.94,-0.12,0.03,-0.68,1.02,0.34,-0.44,0.03,1012.85
0.461,0.05,0.94,-0.12,0.03,-0.68,1.02,0.44,-0.41,0.05,1012.85
0.462,0.05,0.94,-0.12,-0.93,-0.34,-0.16,0.44,-0.41,0.05,1012.85
0.51,0.11,1.03,-0.21,-0.93,-0.34,-0.16,0.44,-0.41,0.05,1012.85
0.512,0.11,1.03,-0.21,-0.93,-0.34,-0.16,0.53,-0.47,0.12,1012.85
0.513,0.11,1.03,-0.21,-0.35,0.48,-0.74,0.53,-0.47,0.12,1012.85
