time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.018,0.26,0.97,0.03,0.52,-0.14,0.15,-0.00,-0.26,0.07,1012.86
0.019,0.26,0.97,0.03,0.52,-0.14,0.15,0.03,-0.02,-0.03,1012.86
0.02,0.26,0.97,0.03,0.29,-0.01,0.15,0.03,-0.02,-0.03,1012.86
0.02,0.26,0.97,0.03,0.29,-0.01,0.15,0.03,-0.02,-0.03,1012.86
0.049,0.19,0.97,0.02,0.29,-0.01,0.15,0.03,-0.02,-0.03,1012.86
0.049,0.19,0.97,0.02,0.29,-0.01,0.15,0.04,0.18,-0.08,1012.86
0.05,0.19,0.97,0.02,-0.32,-0.02,-0.01,0.04,0.18,-0.08,1012.86
0.08,0.19,0.97,0.02,-0.32,-0.02,-0.01,0.04,0.18,-0.08,1012.86
0.09,0.19,0.97,0.02,-0.33,0.11,-0.12,0.04,0.18,-0.08,1012.86
0.091,0.19,0.98,0.01,-0.33,0.11,-0.12,0.04,0.18,-0.08,1012.86
0.091,0.19,0.98,0.01,-0.33,0.11,-0.12,0.03,0.07,-0.01,1012.86
0.128,0.22,0.98,0.03,-0.33,0.11,-0.12,0.03,0.07,-0.01,1012.86
0.128,0.22,0.98,0.03,-0.33,0.11,-0.12,0.00,-0.02,0.01,1012.86
0.129,0.22,0.98,0.03,-0.05,0.09,0.09,0.00,-0.02,0.01,1012.86
0.14,0.22,0.98,0.03,-0.05,0.09,0.09,0.00,-0.02,0.01,1012.87
0.168,0.20,0.96,0.04,-0.05,0.09,0.09,0.00,-0.02,0.01,1012.87
0.169,0.20,0.96,0.04,-0.05,0.09,0.09,0.01,-0.04,-0.02,1012.87
0.169,0.20,0.96,0.04,-0.21,-0.07,0.25,0.01,-0.04,-0.02,1012.87
0.201,0.20,0.96,0.04,-0.21,-0.07,0.25,0.01,-0.04,-0.02,1012.87
0.214,0.21,0.97,0.02,-0.21,-0.07,0.25,0.01,-0.04,-0.02,1012.87
0.216,0.21,0.97,0.02,-0.21,-0.07,0.25,0.04,-0.07,-0.03,1012.87
0.218,0.21,0.97,0.02,-0.17,-0.06,0.03,0.04,-0.07,-0.03,1012.87
0.247,0.24,0.95,0.03,-0.17,-0.06,0.03,0.04,-0.07,-0.03,1012.87
0.25,0.24,0.95,0.03,-0.17,-0.06,0.03,0.05,-0.06,-0.03,1012.87
0.252,0.24,0.95,0.03,0.16,-0.18,0.21,0.05,-0.06,-0.03,1012.87
0.26,0.24,0.95,0.03,0.16,-0.18,0.21,0.05,-0.06,-0.03,1012.87
0.309,0.20,1.01,-0.00,0.16,-0.18,0.21,0.05,-0.06,-0.03,1012.87
0.311,0.20,1.01,-0.00,0.16,-0.18,0.21,0.07,-0.00,-0.06,1012.87
0.312,0.20,1.01,-0.00,-0.21,0.34,-0.13,0.07,-0.00,-0.06,1012.87
0.32,0.20,1.01,-0.00,-0.21,0.34,-0.13,0.07,-0.00,-0.06,1012.87
0.34,0.24,0.96,0.02,-0.21,0.34,-0.13,0.07,-0.00,-0.06,1012.87
0.342,0.24,0.96,0.02,-0.21,0.34,-0.13,0.05,-0.16,-0.07,1012.87
0.343,0.24,0.96,0.02,0.27,-0.12,0.12,0.05,-0.16,-0.07,1012.87
0.365,0.19,0.95,0.02,0.27,-0.12,0.12,0.05,-0.16,-0.07,1012.87
0.366,0.19,0.95,0.02,0.27,-0.12,0.12,0.07,-0.15,-0.16,1012.87
0.367,0.19,0.95,0.02,-0.20,-0.26,0.15,0.07,-0.15,-0.16,1012.87
0.387,0.19,0.95,0.02,-0.20,-0.26,0.15,0.07,-0.15,-0.16,1012.87
0.406,0.17,0.96,0.06,-0.20,-0.26,0.15,0.07,-0.15,-0.16,1012.87
0.409,0.17,0.96,0.06,-0.20,-0.26,0.15,0.12,-0.30,-0.16,1012.87
