time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.005,-0.11,1.00,-0.09,-0.54,0.00,0.26,0.08,-0.17,0.09,1012.85
0.02,-0.11,1.00,-0.09,-0.54,0.00,0.26,0.08,-0.17,0.09,1012.84
0.024,-0.23,1.01,-0.10,-0.54,0.00,0.26,0.08,-0.17,0.09,1012.84
0.025,-0.23,1.01,-0.10,-0.54,0.00,0.26,0.02,0.02,0.05,1012.84
0.026,-0.23,1.01,-0.10,0.67,0.00,-0.24,0.02,0.02,0.05,1012.84
0.052,-0.21,0.99,-0.11,0.67,0.00,-0.24,0.02,0.02,0.05,1012.84
0.071,-0.15,0.99,-0.11,0.67,0.00,-0.24,0.02,0.02,0.05,1012.84
0.072,-0.15,0.99,-0.11,0.67,0.00,-0.24,-0.02,0.11,-0.03,1012.84
0.073,-0.15,0.99,-0.11,-0.13,0.08,-0.16,-0.02,0.11,-0.03,1012.84
0.08,-0.15,0.99,-0.11,-0.13,0.08,-0.16,-0.02,0.11,-0.03,1012.84
0.084,-0.16,0.99,-0.09,-0.13,0.08,-0.16,-0.02,0.11,-0.03,1012.84
0.104,-0.20,1.00,-0.10,-0.13,0.08,-0.16,-0.02,0.11,-0.03,1012.84
0.105,-0.20,1.00,-0.10,-0.13,0.08,-0.16,-0.03,-0.03,-0.02,1012.84
0.106,-0.20,1.00,-0.10,-0.12,0.08,-0.17,-0.03,-0.03,-0.02,1012.84
0.124,-0.21,0.98,-0.08,-0.12,0.08,-0.17,-0.03,-0.03,-0.02,1012.84
0.142,-0.21,0.98,-0.08,-0.12,0.08,-0.17,-0.03,-0.03,-0.02,1012.83
0.147,-0.19,1.00,-0.07,-0.12,0.08,-0.17,-0.03,-0.03,-0.02,1012.83
0.148,-0.19,1.00,-0.07,-0.12,0.08,-0.17,-0.02,0.02,-0.02,1012.83
0.15,-0.19,1.00,-0.07,-0.04,-0.00,0.01,-0.02,0.02,-0.02,1012.83
0.174,-0.19,1.01,-0.09,-0.04,-0.00,0.01,-0.02,0.02,-0.02,1012.83
0.184,-0.18,0.99,-0.10,-0.04,-0.00,0.01,-0.02,0.02,-0.02,1012.83
0.187,-0.18,0.99,-0.10,-0.04,-0.00,0.01,-0.00,-0.07,0.00,1012.83
0.188,-0.18,0.99,-0.10,0.00,0.08,0.01,-0.00,-0.07,0.00,1012.83
0.211,-0.18,0.99,-0.10,0.00,0.08,0.01,-0.00,-0.07,0.00,1012.83
0.214,-0.18,0.99,-0.11,0.00,0.08,0.01,-0.00,-0.07,0.00,1012.83
0.224,-0.19,0.99,-0.13,0.00,0.08,0.01,-0.00,-0.07,0.00,1012.83
0.227,-0.19,0.99,-0.13,0.00,0.08,0.01,-0.01,-0.11,-0.00,1012.83
0.23,-0.19,0.99,-0.13,0.01,0.08,-0.00,-0.01,-0.11,-0.00,1012.83
0.243,-0.20,1.01,-0.11,0.01,0.08,-0.00,-0.01,-0.11,-0.00,1012.83
0.264,-0.20,1.01,-0.11,0.01,0.08,-0.00,-0.01,-0.11,-0.00,1012.83
0.265,-0.18,0.99,-0.09,0.01,0.08,-0.00,-0.01,-0.11,-0.00,1012.83
