time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.003,0.23,0.96,-0.06,-0.53,0.02,0.20,-0.03,-0.07,0.00,1012.84
0.005,0.23,0.96,-0.06,-0.53,0.02,0.20,-0.02,-0.22,0.12,1012.84
0.005,0.23,0.96,-0.06,-0.01,-0.05,-0.06,-0.02,-0.22,0.12,1012.84
0.011,0.23,0.96,-0.06,-0.01,-0.05,-0.06,-0.02,-0.22,0.12,1012.84
0.031,0.23,0.96,-0.06,0.81,-0.02,0.15,-0.02,-0.22,0.12,1012.84
0.032,0.32,0.97,-0.04,0.81,-0.02,0.15,-0.02,-0.22,0.12,1012.84
0.033,0.32,0.97,-0.04,0.81,-0.02,0.15,-0.05,-0.17,0.07,1012.84
0.069,0.21,0.97,-0.05,0.81,-0.02,0.15,-0.05,-0.17,0.07,1012.84
0.07,0.21,0.97,-0.05,0.81,-0.02,0.15,-0.02,0.05,-0.01,1012.84
0.071,0.21,0.97,-0.05,0.81,-0.02,0.15,-0.02,0.05,-0.01,1012.83
0.072,0.21,0.97,-0.05,-0.28,0.02,0.02,-0.02,0.05,-0.01,1012.83
0.109,0.22,0.96,-0.05,-0.28,0.02,0.02,-0.02,0.05,-0.01,1012.83
0.11,0.22,0.96,-0.05,-0.28,0.02,0.02,-0.02,-0.05,0.02,1012.83
0.111,0.22,0.96,-0.05,-0.14,-0.06,0.00,-0.02,-0.05,0.02,1012.83
0.138,0.22,0.96,-0.05,-0.14,-0.06,0.00,-0.02,-0.05,0.02,1012.82
0.15,0.25,0.97,-0.05,-0.14,-0.06,0.00,-0.02,-0.05,0.02,1012.82
0.151,0.25,0.97,-0.05,-0.14,-0.06,0.00,-0.03,-0.09,0.03,1012.82
0.151,0.25,0.97,-0.05,0.15,-0.00,0.01,-0.03,-0.09,0.03,1012.82
0.19,0.23,0.96,-0.04,0.15,-0.00,0.01,-0.03,-0.09,0.03,1012.82
0.192,0.23,0.96,-0.04,0.15,-0.00,0.01,-0.02,0.01,0.02,1012.82
0.194,0.23,0.96,-0.04,0.15,-0.00,0.01,-0.02,0.01,0.02,1012.81
0.195,0.23,0.96,-0.04,-0.02,-0.11,0.13,-0.02,0.01,0.02,1012.81
0.253,0.23,0.95,-0.04,-0.02,-0.11,0.13,-0.02,0.01,0.02,1012.81
0.257,0.23,0.95,-0.04,-0.02,-0.11,0.13,-0.02,-0.03,0.02,1012.81
0.26,0.23,0.95,-0.04,-0.03,-0.16,0.10,-0.02,-0.03,0.02,1012.81
0.263,0.23,0.95,-0.04,-0.03,-0.16,0.10,-0.02,-0.03,0.02,1012.81
0.295,0.27,0.98,-0.04,-0.03,-0.16,0.10,-0.02,-0.03,0.02,1012.81
0.298,0.27,0.98,-0.04,-0.03,-0.16,0.10,-0.01,-0.08,0.02,1012.81
0.305,0.27,0.98,-0.04,0.34,0.16,0.09,-0.01,-0.08,0.02,1012.81
0.31,0.27,0.98,-0.04,0.52,-0.26,0.40,-0.01,-0.08,0.02,1012.81
0.313,0.29,0.94,-0.01,0.52,-0.26,0.40,-0.01,-0.08,0.02,1012.81
0.315,0.29,0.94,-0.01,0.52,-0.26,0.40,0.02,0.02,-0.02,1012.81
0.318,0.29,0.94,-0.01,0.52,-0.26,0.40,0.02,0.02,-0.02,1012.81
0.347,0.29,0.94,-0.01,0.03,-0.02,-0.12,0.02,0.02,-0.02,1012.81
0.348,0.24,0.96,-0.06,0.03,-0.02,-0.12,0.02,0.02,-0.02,1012.81
0.349,0.24,0.96,-0.06,0.03,-0.02,-0.12,0.06,-0.01,-0.08,1012.81
0.378,0.24,0.96,-0.06,0.03,-0.02,-0.12,0.06,-0.01,-0.08,1012.82
0.386,0.33,0.97,-0.05,0.03,-0.02,-0.12,0.06,-0.01,-0.08,1012.82
0.387,0.33,0.97,-0.05,0.03,-0.02,-0.12,0.05,-0.24,-0.15,1012.82
0.39,0.33,0.97,-0.05,0.94,0.02,0.06,0.05,-0.24,-0.15,1012.82
0.425,0.30,0.96,0.00,0.94,0.02,0.06,0.05,-0.24,-0.15,1012.82
0.426,0.30,0.96,0.00,0.94,0.02,0.06,0.08,-0.12,-0.26,1012.82
0.426,0.30,0.96,0.00,0.76,-0.14,0.61,0.08,-0.12,-0.26,1012.82
0.429,0.30,0.96,0.00,0.76,-0.14,0.61,0.08,-0.12,-0.26,1012.83
0.465,0.23,0.97,0.07,0.76,-0.14,0.61,0.08,-0.12,-0.26,1012.83
0.466,0.23,0.97,0.07,0.76,-0.14,0.61,0.19,-0.10,-0.33,1012.83
0.469,0.23,0.97,0.07,0.17,-0.05,1.34,0.19,-0.10,-0.33,1012.83
0.491,0.23,0.97,0.07,0.17,-0.05,1.34,0.19,-0.10,-0.33,1012.83
0.506,0.20,0.95,0.06,0.17,-0.05,1.34,0.19,-0.10,-0.33,1012.83
0.508,0.20,0.95,0.06,0.17,-0.05,1.34,0.38,-0.15,-0.34,1012.83
0.51,0.20,0.95,0.06,0.00,-0.27,1.33,0.38,-0.15,-0.34,1012.83
0.545,0.18,0.94,-0.03,0.00,-0.27,1.33,0.38,-0.15,-0.34,1012.83
0.546,0.18,0.94,-0.03,0.00,-0.27,1.33,0.54,-0.15,-0.32,1012.83
0.547,0.18,0.94,-0.03,0.02,-0.33,0.64,0.54,-0.15,-0.32,1012.83
0.564,0.18,0.94,-0.03,0.02,-0.33,0.64,0.54,-0.15,-0.32,1012.83
0.588,0.10,0.91,-0.12,0.02,-0.33,0.64,0.54,-0.15,-0.32,1012.83
0.59,0.10,0.91,-0.12,0.02,-0.33,0.64,0.56,-0.13,-0.28,1012.83
0.592,0.10,0.91,-0.12,-0.66,-0.60,0.02,0.56,-0.13,-0.28,1012.83
0.611,0.10,0.91,-0.12,-0.66,-0.60,0.02,0.56,-0.13,-0.28,1012.82
0.633,-0.05,0.98,-0.21,-0.66,-0.60,0.02,0.56,-0.13,-0.28,1012.82
0.635,-0.05,0.98,-0.21,-0.66,-0.60,0.02,0.53,-0.30,-0.18,1012.82
0.637,-0.05,0.98,-0.21,-2.06,0.09,-0.66,0.53,-0.30,-0.18,1012.82
0.664,-0.01,1.04,-0.43,-2.06,0.09,-0.66,0.53,-0.30,-0.18,1012.82
0.666,-0.01,1.04,-0.43,-1.57,0.65,-2.52,0.53,-0.30,-0.18,1012.82
0.667,-0.01,1.04,-0.43,-1.57,0.65,-2.52,0.43,-0.71,-0.01,1012.82
0.673,-0.01,1.04,-0.43,-1.57,0.65,-2.52,0.43,-0.71,-0.01,1012.81
0.728,0.24,0.99,-0.23,-1.57,0.65,-2.52,0.43,-0.71,-0.01,1012.81
0.73,0.24,0.99,-0.23,-1.57,0.65,-2.52,0.21,-0.83,0.07,1012.81
0.731,0.24,0.99,-0.23,0.91,0.23,-0.44,0.21,-0.83,0.07,1012.81
0.732,0.24,0.99,-0.23,0.91,0.23,-0.44,0.21,-0.83,0.07,1012.81
0.743,0.37,1.05,-0.12,0.91,0.23,-0.44,0.21,-0.83,0.07,1012.81
0.745,0.37,1.05,-0.12,0.91,0.23,-0.44,0.20,-0.47,-0.02,1012.81
0.745,0.37,1.05,-0.12,2.21,0.78,0.69,0.20,-0.47,-0.02,1012.81
0.781,0.22,0.96,-0.24,2.21,0.78,0.69,0.20,-0.47,-0.02,1012.81
0.785,0.22,0.96,-0.24,2.21,0.78,0.69,0.21,-0.18,-0.19,1012.81
0.787,0.22,0.96,-0.24,0.74,-0.06,-0.37,0.21,-0.18,-0.19,1012.81
0.793,0.22,0.96,-0.24,0.74,-0.06,-0.37,0.21,-0.18,-0.19,1012.83
0.852,-0.01,0.93,-0.23,0.74,-0.06,-0.37,0.21,-0.18,-0.19,1012.83
0.856,-0.01,0.93,-0.23,0.74,-0.06,-0.37,0.16,-0.08,-0.21,1012.83
0.858,-0.01,0.93,-0.23,-1.33,-0.38,-0.24,0.16,-0.08,-0.21,1012.83
0.86,-0.01,0.93,-0.23,-1.33,-0.38,-0.24,0.16,-0.08,-0.21,1012.84
0.862,0.03,0.99,-0.09,-1.33,-0.38,-0.24,0.16,-0.08,-0.21,1012.84
