time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,0.24,1.04,-0.06,-0.13,-0.24,0.58,-0.08,-0.09,-0.06,1012.76
0.003,0.24,1.04,-0.06,-0.13,-0.24,0.58,0.04,-0.16,-0.05,1012.76
0.003,0.24,1.04,-0.06,-0.11,-0.24,0.60,0.04,-0.16,-0.05,1012.76
0.013,0.28,0.93,0.04,-0.11,-0.24,0.60,0.04,-0.16,-0.05,1012.76
0.021,0.28,0.93,0.04,-0.11,-0.24,0.60,0.04,-0.16,-0.05,1012.76
0.033,0.17,0.92,0.02,-0.11,-0.24,0.60,0.04,-0.16,-0.05,1012.76
0.034,0.17,0.92,0.02,-0.11,-0.24,0.60,0.01,-0.05,-0.06,1012.76
0.035,0.17,0.92,0.02,0.05,0.42,-0.21,0.01,-0.05,-0.06,1012.76
0.053,0.18,0.97,-0.05,0.05,0.42,-0.21,0.01,-0.05,-0.06,1012.76
0.073,0.15,0.95,0.01,0.05,0.42,-0.21,0.01,-0.05,-0.06,1012.76
0.074,0.15,0.95,0.01,0.05,0.42,-0.21,0.01,0.02,-0.06,1012.76
0.075,0.15,0.95,0.01,-0.67,-0.17,-0.22,0.01,0.02,-0.06,1012.76
0.081,0.15,0.95,0.01,-0.67,-0.17,-0.22,0.01,0.02,-0.06,1012.76
0.093,0.17,0.99,0.01,-0.67,-0.17,-0.22,0.01,0.02,-0.06,1012.76
0.113,0.28,0.99,0.01,-0.67,-0.17,-0.22,0.01,0.02,-0.06,1012.76
0.114,0.28,0.99,0.01,-0.67,-0.17,-0.22,-0.01,-0.20,0.03,1012.76
0.115,0.28,0.99,0.01,-0.67,-0.17,-0.20,-0.01,-0.20,0.03,1012.76
0.135,0.31,0.93,0.03,-0.67,-0.17,-0.20,-0.01,-0.20,0.03,1012.76
0.144,0.31,0.93,0.03,-0.67,-0.17,-0.20,-0.01,-0.20,0.03,1012.77
0.153,0.27,0.92,0.05,-0.67,-0.17,-0.20,-0.01,-0.20,0.03,1012.77
0.153,0.27,0.92,0.05,-0.67,-0.17,-0.20,0.02,-0.24,0.04,1012.77
0.154,0.27,0.92,0.05,0.13,0.10,0.07,0.02,-0.24,0.04,1012.77
0.172,0.23,0.93,0.03,0.13,0.10,0.07,0.02,-0.24,0.04,1012.77
0.193,0.28,0.95,0.01,0.13,0.10,0.07,0.02,-0.24,0.04,1012.77
0.195,0.28,0.95,0.01,0.13,0.10,0.07,0.15,-0.12,-0.06,1012.77
0.195,0.28,0.95,0.01,0.25,-0.25,0.23,0.15,-0.12,-0.06,1012.77
0.202,0.28,0.95,0.01,0.25,-0.25,0.23,0.15,-0.12,-0.06,1012.77
0.212,0.34,0.93,-0.01,0.25,-0.25,0.23,0.15,-0.12,-0.06,1012.77
0.238,0.34,0.93,-0.01,0.27,-0.26,0.34,0.15,-0.12,-0.06,1012.77
0.241,0.29,0.89,0.06,0.27,-0.26,0.34,0.15,-0.12,-0.06,1012.77
0.247,0.29,0.89,0.06,0.27,-0.26,0.34,0.24,-0.29,-0.08,1012.77
0.259,0.13,0.96,0.14,0.27,-0.26,0.34,0.24,-0.29,-0.08,1012.77
0.277,0.13,0.96,0.14,0.27,-0.26,0.34,0.24,-0.29,-0.08,1012.77
0.278,0.02,1.08,0.11,0.27,-0.26,0.34,0.24,-0.29,-0.08,1012.77
0.278,0.02,1.08,0.11,0.27,-0.26,0.34,0.32,-0.38,-0.14,1012.77
0.279,0.02,1.08,0.11,0.24,-0.34,0.84,0.32,-0.38,-0.14,1012.77
0.29,0.09,1.05,0.08,0.24,-0.34,0.84,0.32,-0.38,-0.14,1012.77
0.31,0.15,0.92,0.11,0.24,-0.34,0.84,0.32,-0.38,-0.14,1012.77
0.311,0.15,0.92,0.11,0.24,-0.34,0.84,0.48,-0.32,0.00,1012.77
0.312,0.15,0.92,0.11,-1.34,0.55,1.39,0.48,-0.32,0.00,1012.77
0.321,0.15,0.92,0.11,-1.34,0.55,1.39,0.48,-0.32,0.00,1012.76
0.329,0.21,0.89,0.08,-1.34,0.55,1.39,0.48,-0.32,0.00,1012.76
0.358,0.28,0.94,-0.01,-1.34,0.55,1.39,0.48,-0.32,0.00,1012.76
0.36,0.28,0.94,-0.01,-1.34,0.55,1.39,0.61,-0.47,0.13,1012.76
0.362,0.28,0.94,-0.01,-1.36,0.57,1.63,0.61,-0.47,0.13,1012.76
0.376,0.26,0.96,-0.12,-1.36,0.57,1.63,0.61,-0.47,0.13,1012.76
0.402,0.26,0.96,-0.12,-1.36,0.57,1.63,0.61,-0.47,0.13,1012.76
