time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,-0.14,1.00,0.04,-0.13,0.08,0.10,-0.04,-0.03,0.01,1012.82
0.03,-0.12,1.00,0.03,-0.13,0.08,0.10,-0.04,-0.03,0.01,1012.82
0.031,-0.12,1.00,0.03,-0.13,0.08,0.10,-0.03,-0.04,0.01,1012.82
0.031,-0.12,1.00,0.03,0.12,-0.01,0.04,-0.03,-0.04,0.01,1012.82
0.061,-0.17,0.99,0.02,0.12,-0.01,0.04,-0.03,-0.04,0.01,1012.82
0.062,-0.17,0.99,0.02,0.12,-0.01,0.04,-0.03,0.05,0.01,1012.82
0.063,-0.17,0.99,0.02,0.12,-0.01,0.04,-0.03,0.05,0.01,1012.82
0.064,-0.17,0.99,0.02,-0.38,-0.10,-0.10,-0.03,0.05,0.01,1012.82
0.1,-0.13,1.02,0.00,-0.38,-0.10,-0.10,-0.03,0.05,0.01,1012.82
0.101,-0.13,1.02,0.00,-0.38,-0.10,-0.10,-0.04,-0.06,0.06,1012.82
0.101,-0.13,1.02,0.00,-0.04,0.19,-0.24,-0.04,-0.06,0.06,1012.82
0.122,-0.13,1.02,0.00,-0.04,0.19,-0.24,-0.04,-0.06,0.06,1012.81
0.15,-0.13,1.02,0.00,-0.06,-0.00,-0.01,-0.04,-0.06,0.06,1012.81
0.151,-0.13,1.00,0.03,-0.06,-0.00,-0.01,-0.04,-0.06,0.06,1012.81
0.151,-0.13,1.00,0.03,-0.06,-0.00,-0.01,-0.08,-0.07,0.05,1012.81
0.181,-0.17,0.99,0.06,-0.06,-0.00,-0.01,-0.08,-0.07,0.05,1012.81
0.182,-0.17,0.99,0.06,-0.06,-0.00,-0.01,-0.08,-0.02,0.06,1012.81
0.183,-0.17,0.99,0.06,-0.44,-0.03,0.25,-0.08,-0.02,0.06,1012.81
0.183,-0.17,0.99,0.06,-0.44,-0.03,0.25,-0.08,-0.02,0.06,1012.81
0.22,-0.18,0.98,0.11,-0.44,-0.03,0.25,-0.08,-0.02,0.06,1012.81
0.221,-0.18,0.98,0.11,-0.44,-0.03,0.25,-0.04,-0.13,0.13,1012.81
0.222,-0.18,0.98,0.11,-0.56,-0.14,0.66,-0.04,-0.13,0.13,1012.81
0.251,-0.18,0.98,0.11,-0.56,-0.14,0.66,-0.04,-0.13,0.13,1012.81
0.263,-0.18,0.97,0.21,-0.56,-0.14,0.66,-0.04,-0.13,0.13,1012.81
0.265,-0.18,0.97,0.21,-0.56,-0.14,0.66,0.10,-0.23,0.20,1012.81
0.265,-0.18,0.97,0.21,-0.67,-0.27,1.66,0.10,-0.23,0.20,1012.81
0.299,-0.18,0.99,0.16,-0.67,-0.27,1.66,0.10,-0.23,0.20,1012.81
0.3,-0.18,0.99,0.16,-0.67,-0.27,1.66,0.34,-0.38,0.26,1012.81
0.301,-0.18,0.99,0.16,-0.74,-0.05,1.29,0.34,-0.38,0.26,1012.81
0.302,-0.18,0.99,0.16,-0.74,-0.05,1.29,0.34,-0.38,0.26,1012.83
0.338,-0.05,1.00,-0.11,-0.74,-0.05,1.29,0.34,-0.38,0.26,1012.83
0.339,-0.05,1.00,-0.11,-0.74,-0.05,1.29,0.40,-0.18,0.30,1012.83
0.341,-0.05,1.00,-0.11,0.41,0.01,-1.18,0.40,-0.18,0.30,1012.83
0.362,-0.05,1.00,-0.11,0.41,0.01,-1.18,0.40,-0.18,0.30,1012.84
0.379,-0.02,1.01,-0.21,0.41,0.01,-1.18,0.40,-0.18,0.30,1012.84
0.38,-0.02,1.01,-0.21,0.41,0.01,-1.18,0.24,0.16,0.28,1012.84
0.381,-0.02,1.01,-0.21,0.54,0.12,-2.03,0.24,0.16,0.28,1012.84
0.418,0.05,1.01,0.01,0.54,0.12,-2.03,0.24,0.16,0.28,1012.84
0.421,0.05,1.01,0.01,0.54,0.12,-2.03,0.06,0.23,0.27,1012.84
0.423,0.05,1.01,0.01,1.10,0.08,0.18,0.06,0.23,0.27,1012.84
0.424,0.05,1.01,0.01,1.10,0.08,0.18,0.06,0.23,0.27,1012.82
0.463,-0.02,1.05,0.18,1.10,0.08,0.18,0.06,0.23,0.27,1012.82
0.465,-0.02,1.05,0.18,1.10,0.08,0.18,0.11,0.39,0.17,1012.82
0.466,-0.02,1.05,0.18,0.42,0.44,1.82,0.11,0.39,0.17,1012.82
0.491,-0.02,1.05,0.18,0.42,0.44,1.82,0.11,0.39,0.17,1012.82
0.499,-0.20,1.16,0.13,0.42,0.44,1.82,0.11,0.39,0.17,1012.82
0.5,-0.20,1.16,0.13,0.42,0.44,1.82,0.32,0.22,0.13,1012.82
0.501,-0.20,1.16,0.13,-1.38,1.52,1.48,0.32,0.22,0.13,1012.82
0.536,-0.08,1.41,-0.09,-1.38,1.52,1.48,0.32,0.22,0.13,1012.82
0.537,-0.08,1.41,-0.09,-1.38,1.52,1.48,0.45,-0.55,0.21,1012.82
0.538,-0.08,1.41,-0.09,-0.28,3.91,-0.55,0.45,-0.55,0.21,1012.82
0.553,-0.08,1.41,-0.09,-0.28,3.91,-0.55,0.45,-0.55,0.21,1012.82
0.575,0.71,1.84,0.02,-0.28,3.91,-0.55,0.45,-0.55,0.21,1012.82
0.576,0.71,1.84,0.02,-0.28,3.91,-0.55,0.23,-1.25,-0.27,1012.82
0.577,0.71,1.84,0.02,7.43,7.96,0.55,0.23,-1.25,-0.27,1012.82
0.601,0.71,1.84,0.02,7.43,7.96,0.55,0.23,-1.25,-0.27,1012.83
0.615,0.28,1.88,-0.21,7.43,7.96,0.55,0.23,-1.25,-0.27,1012.83
0.616,0.28,1.88,-0.21,7.43,7.96,0.55,0.25,-0.01,-2.22,1012.83
0.616,0.28,1.88,-0.21,4.03,8.27,-1.51,0.25,-0.01,-2.22,1012.83
0.655,-0.28,1.45,-0.24,4.03,8.27,-1.51,0.25,-0.01,-2.22,1012.83
0.656,-0.28,1.45,-0.24,4.03,8.27,-1.51,0.10,0.63,-3.49,1012.83
0.657,-0.28,1.45,-0.24,-0.09,4.28,-1.68,0.10,0.63,-3.49,1012.83
0.664,-0.28,1.45,-0.24,-0.09,4.28,-1.68,0.10,0.63,-3.49,1012.81
0.694,0.05,0.87,0.01,-0.09,4.28,-1.68,0.10,0.63,-3.49,1012.81
0.696,0.05,0.87,0.01,-0.09,4.28,-1.68,-0.17,0.00,-3.23,1012.81
0.696,0.05,0.87,0.01,4.33,-0.98,0.69,-0.17,0.00,-3.23,1012.81
0.721,0.05,0.87,0.01,4.33,-0.98,0.69,-0.17,0.00,-3.23,1012.82
0.735,-0.05,0.59,0.05,4.33,-0.98,0.69,-0.17,0.00,-3.23,1012.82
0.74,-0.05,0.59,0.05,4.33,-0.98,0.69,0.07,0.30,-2.19,1012.82
0.743,-0.05,0.59,0.05,4.05,-3.32,1.13,0.07,0.30,-2.19,1012.82
0.772,0.02,0.53,-0.02,4.05,-3.32,1.13,0.07,0.30,-2.19,1012.82
0.776,0.02,0.53,-0.02,4.05,-3.32,1.13,0.38,-0.06,-0.64,1012.82
0.778,0.02,0.53,-0.02,4.92,-3.65,0.56,0.38,-0.06,-0.64,1012.82
0.809,0.02,0.53,-0.02,4.92,-3.65,0.56,0.38,-0.06,-0.64,1012.81
0.814,0.10,0.38,-0.03,4.92,-3.65,0.56,0.38,-0.06,-0.64,1012.81
0.816,0.10,0.38,-0.03,4.92,-3.65,0.56,0.48,0.00,0.69,1012.81
0.817,0.10,0.38,-0.03,5.34,-5.19,0.64,0.48,0.00,0.69,1012.81
0.841,0.10,0.38,-0.03,5.34,-5.19,0.64,0.48,0.00,0.69,1012.82
0.863,-0.05,0.38,-0.10,5.34,-5.19,0.64,0.48,0.00,0.69,1012.82
0.865,-0.05,0.38,-0.10,5.34,-5.19,0.64,0.49,0.70,1.68,1012.82
0.866,-0.05,0.38,-0.10,3.16,-5.33,0.14,0.49,0.70,1.68,1012.82
0.891,-0.09,0.49,-0.15,3.16,-5.33,0.14,0.49,0.70,1.68,1012.82
0.892,-0.09,0.49,-0.15,3.16,-5.33,0.14,0.28,1.24,2.19,1012.82
0.893,-0.09,0.49,-0.15,1.87,-4.48,-0.07,0.28,1.24,2.19,1012.82
0.901,-0.09,0.49,-0.15,1.87,-4.48,-0.07,0.28,1.24,2.19,1012.81
0.932,-0.49,0.58,-0.36,1.87,-4.48,-0.07,0.28,1.24,2.19,1012.81
0.935,-0.49,0.58,-0.36,1.87,-4.48,-0.07,0.09,1.79,2.00,1012.81
0.937,-0.49,0.58,-0.36,-2.82,-3.64,-1.89,0.09,1.79,2.00,1012.81
0.981,-0.49,0.58,-0.36,-2.82,-3.64,-1.89,0.09,1.79,2.00,1012.81
0.984,-0.80,0.71,-0.42,-2.82,-3.64,-1.89,0.09,1.79,2.00,1012.81
0.985,-0.80,0.71,-0.42,-2.82,-3.64,-1.89,-0.10,1.22,1.30,1012.81
0.986,-0.80,0.71,-0.42,-6.32,-2.48,-2.32,-0.10,1.22,1.30,1012.81
1.027,-1.03,1.24,-0.74,-6.32,-2.48,-2.32,-0.10,1.22,1.30,1012.81
1.035,-1.03,1.24,-0.74,-6.32,-2.48,-2.32,0.32,0.62,-0.24,1012.81
1.037,-1.03,1.24,-0.74,-8.33,2.73,-5.22,0.32,0.62,-0.24,1012.81
1.039,-1.03,1.24,-0.74,-8.33,2.73,-5.22,0.32,0.62,-0.24,1012.80
1.05,-0.62,1.01,-0.07,-8.33,2.73,-5.22,0.32,0.62,-0.24,1012.80
1.051,-0.62,1.01,-0.07,-8.33,2.73,-5.22,0.32,-0.33,-2.09,1012.80
1.053,-0.62,1.01,-0.07,-3.45,0.67,1.42,0.32,-0.33,-2.09,1012.80
1.082,-0.62,1.01,-0.07,-3.45,0.67,1.42,0.32,-0.33,-2.09,1012.80
1.089,0.54,1.07,-0.19,-3.45,0.67,1.42,0.32,-0.33,-2.09,1012.80
1.091,0.54,1.07,-0.19,-3.45,0.67,1.42,-0.22,-0.73,-0.51,1012.80
1.092,0.54,1.07,-0.19,8.00,1.26,0.06,-0.22,-0.73,-0.51,1012.80
