time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.01,-0.14,1.00,-0.01,-0.09,0.01,-0.08,-0.08,0.21,-0.02,1012.85
0.011,-0.14,1.00,-0.01,-0.09,0.01,-0.08,-0.06,0.15,-0.04,1012.85
0.012,-0.14,1.00,-0.01,-0.12,0.02,-0.10,-0.06,0.15,-0.04,1012.85
0.043,-0.14,1.00,-0.01,-0.12,0.02,-0.10,-0.06,0.15,-0.04,1012.85
0.05,-0.16,0.99,0.02,-0.12,0.02,-0.10,-0.06,0.15,-0.04,1012.85
0.051,-0.16,0.99,0.02,-0.12,0.02,-0.10,-0.06,0.12,-0.01,1012.85
0.051,-0.16,0.99,0.02,-0.35,-0.09,0.16,-0.06,0.12,-0.01,1012.85
0.09,-0.11,1.00,0.00,-0.35,-0.09,0.16,-0.06,0.12,-0.01,1012.85
0.091,-0.11,1.00,0.00,-0.35,-0.09,0.16,-0.06,0.12,-0.00,1012.85
0.092,-0.11,1.00,0.00,0.17,0.02,-0.07,-0.06,0.12,-0.00,1012.85
0.1,-0.11,1.00,0.00,0.17,0.02,-0.07,-0.06,0.12,-0.00,1012.85
0.142,-0.15,1.00,-0.01,0.17,0.02,-0.07,-0.06,0.12,-0.00,1012.85
0.153,-0.15,1.00,-0.01,0.17,0.02,-0.07,-0.06,0.19,-0.02,1012.85
0.157,-0.15,1.00,-0.01,-0.25,0.06,-0.22,-0.06,0.19,-0.02,1012.85
0.187,-0.15,1.00,-0.01,-0.25,0.06,-0.22,-0.06,0.19,-0.02,1012.85
0.188,-0.13,0.99,0.01,-0.25,0.06,-0.22,-0.06,0.19,-0.02,1012.85
0.189,-0.13,0.99,0.01,-0.25,0.06,-0.22,-0.09,0.16,-0.01,1012.85
0.189,-0.13,0.99,0.01,-0.04,-0.10,-0.07,-0.09,0.16,-0.01,1012.85
0.209,-0.16,1.01,-0.02,-0.04,-0.10,-0.07,-0.09,0.16,-0.01,1012.85
0.21,-0.16,1.01,-0.02,-0.04,-0.10,-0.07,-0.13,0.26,0.02,1012.85
0.211,-0.16,1.01,-0.02,-0.30,0.16,-0.35,-0.13,0.26,0.02,1012.85
0.22,-0.16,1.01,-0.02,-0.30,0.16,-0.35,-0.13,0.26,0.02,1012.85
0.25,-0.18,1.01,-0.02,-0.30,0.16,-0.35,-0.13,0.26,0.02,1012.85
0.251,-0.18,1.01,-0.02,-0.30,0.16,-0.35,-0.22,0.47,0.07,1012.85
0.252,-0.18,1.01,-0.02,-0.47,0.12,-0.44,-0.22,0.47,0.07,1012.85
0.28,-0.18,1.01,-0.02,-0.47,0.12,-0.44,-0.22,0.47,0.07,1012.84
0.287,-0.30,1.00,0.03,-0.47,0.12,-0.44,-0.22,0.47,0.07,1012.84
0.288,-0.30,1.00,0.03,-0.47,0.12,-0.44,-0.28,0.49,0.23,1012.84
0.288,-0.30,1.00,0.03,-1.71,0.01,-0.04,-0.28,0.49,0.23,1012.84
0.335,-0.16,0.93,0.11,-1.71,0.01,-0.04,-0.28,0.49,0.23,1012.84
0.335,-0.16,0.93,0.11,-1.71,0.01,-0.04,-0.22,0.15,0.38,1012.84
0.336,-0.16,0.93,0.11,-0.50,-0.66,0.66,-0.22,0.15,0.38,1012.84
0.341,-0.16,0.93,0.11,-0.50,-0.66,0.66,-0.22,0.15,0.38,1012.84
0.365,-0.08,1.04,0.15,-0.50,-0.66,0.66,-0.22,0.15,0.38,1012.84
0.365,-0.08,1.04,0.15,-0.50,-0.66,0.66,-0.02,0.34,0.41,1012.84
0.365,-0.08,1.04,0.15,0.14,0.35,1.05,-0.02,0.34,0.41,1012.84
0.4,-0.08,1.04,0.15,0.14,0.35,1.05,-0.02,0.34,0.41,1012.84
0.407,-0.12,1.03,0.18,0.14,0.35,1.05,-0.02,0.34,0.41,1012.84
0.407,-0.12,1.03,0.18,0.14,0.35,1.05,0.21,0.25,0.47,1012.84
0.409,-0.12,1.03,0.18,-0.46,0.22,1.39,0.21,0.25,0.47,1012.84
0.452,-0.07,1.10,0.14,-0.46,0.22,1.39,0.21,0.25,0.47,1012.84
0.453,-0.07,1.10,0.14,-0.46,0.22,1.39,0.38,-0.33,0.47,1012.84
0.454,-0.07,1.10,0.14,-0.18,0.92,1.12,0.38,-0.33,0.47,1012.84
0.461,-0.07,1.10,0.14,-0.18,0.92,1.12,0.38,-0.33,0.47,1012.85
0.485,0.17,1.37,0.00,-0.18,0.92,1.12,0.38,-0.33,0.47,1012.85
0.486,0.17,1.37,0.00,-0.18,0.92,1.12,0.42,-0.71,0.38,1012.85
0.487,0.17,1.37,0.00,2.02,3.49,-0.04,0.42,-0.71,0.38,1012.85
0.519,0.17,1.37,0.00,2.02,3.49,-0.04,0.42,-0.71,0.38,1012.85
0.531,0.67,1.46,0.05,2.02,3.49,-0.04,0.42,-0.71,0.38,1012.85
0.532,0.67,1.46,0.05,2.02,3.49,-0.04,0.35,-0.82,0.07,1012.85
0.532,0.67,1.46,0.05,6.76,4.29,0.54,0.35,-0.82,0.07,1012.85
0.565,0.27,1.68,-0.03,6.76,4.29,0.54,0.35,-0.82,0.07,1012.85
0.566,0.27,1.68,-0.03,6.76,4.29,0.54,0.77,-0.17,-1.25,1012.85
0.567,0.27,1.68,-0.03,3.32,6.38,0.09,0.77,-0.17,-1.25,1012.85
0.579,0.27,1.68,-0.03,3.32,6.38,0.09,0.77,-0.17,-1.25,1012.84
0.605,-0.45,1.63,-0.18,3.32,6.38,0.09,0.77,-0.17,-1.25,1012.84
0.607,-0.45,1.63,-0.18,3.32,6.38,0.09,1.29,-0.55,-2.56,1012.84
0.608,-0.45,1.63,-0.18,-2.70,5.98,-0.88,1.29,-0.55,-2.56,1012.84
0.639,-0.45,1.63,-0.18,-2.70,5.98,-0.88,1.29,-0.55,-2.56,1012.83
0.648,0.18,1.39,-0.04,-2.70,5.98,-0.88,1.29,-0.55,-2.56,1012.83
0.65,0.18,1.39,-0.04,-2.70,5.98,-0.88,1.15,-1.83,-2.53,1012.83
0.651,0.18,1.39,-0.04,4.53,3.80,0.71,1.15,-1.83,-2.53,1012.83
0.684,0.16,0.89,0.14,4.53,3.80,0.71,1.15,-1.83,-2.53,1012.83
0.685,0.16,0.89,0.14,4.53,3.80,0.71,0.82,-0.80,-2.17,1012.83
0.686,0.16,0.89,0.14,5.06,-0.74,2.68,0.82,-0.80,-2.17,1012.83
0.699,0.16,0.89,0.14,5.06,-0.74,2.68,0.82,-0.80,-2.17,1012.82
0.723,-0.02,0.67,0.05,5.06,-0.74,2.68,0.82,-0.80,-2.17,1012.82
0.726,-0.02,0.67,0.05,5.06,-0.74,2.68,0.80,-0.11,-1.03,1012.82
0.728,-0.02,0.67,0.05,3.63,-2.67,2.03,0.80,-0.11,-1.03,1012.82
0.762,-0.02,0.67,0.05,3.63,-2.67,2.03,0.80,-0.11,-1.03,1012.83
0.771,0.18,0.50,0.03,3.63,-2.67,2.03,0.80,-0.11,-1.03,1012.83
0.771,0.18,0.50,0.03,3.63,-2.67,2.03,0.55,-0.02,0.38,1012.83
0.772,0.18,0.50,0.03,5.33,-4.30,1.98,0.55,-0.02,0.38,1012.83
0.802,0.02,0.39,-0.06,5.33,-4.30,1.98,0.55,-0.02,0.38,1012.83
0.803,0.02,0.39,-0.06,5.33,-4.30,1.98,0.28,0.72,1.34,1012.83
0.804,0.02,0.39,-0.06,3.17,-5.43,1.29,0.28,0.72,1.34,1012.83
0.82,0.02,0.39,-0.06,3.17,-5.43,1.29,0.28,0.72,1.34,1012.83
0.842,-0.25,0.39,-0.21,3.17,-5.43,1.29,0.28,0.72,1.34,1012.83
0.844,-0.25,0.39,-0.21,3.17,-5.43,1.29,0.01,0.95,1.96,1012.83
0.845,-0.25,0.39,-0.21,-0.26,-5.53,-0.02,0.01,0.95,1.96,1012.83
0.882,-0.25,0.39,-0.21,-0.26,-5.53,-0.02,0.01,0.95,1.96,1012.83
0.886,-0.44,0.40,-0.29,-0.26,-5.53,-0.02,0.01,0.95,1.96,1012.83
0.889,-0.44,0.40,-0.29,-2.90,-5.49,-0.92,0.01,0.95,1.96,1012.83
0.891,-0.44,0.40,-0.29,-2.90,-5.49,-0.92,-0.23,0.58,2.05,1012.83
0.922,-0.59,0.54,-0.35,-2.90,-5.49,-0.92,-0.23,0.58,2.05,1012.83
0.924,-0.59,0.54,-0.35,-2.90,-5.49,-0.92,-0.28,0.42,1.40,1012.83
0.926,-0.59,0.54,-0.35,-4.86,-4.15,-1.53,-0.28,0.42,1.40,1012.83
0.941,-0.59,0.54,-0.35,-4.86,-4.15,-1.53,-0.28,0.42,1.40,1012.82
0.961,-0.69,0.50,-0.39,-4.86,-4.15,-1.53,-0.28,0.42,1.40,1012.82
0.963,-0.69,0.50,-0.39,-4.86,-4.15,-1.53,-0.13,0.57,0.14,1012.82
0.965,-0.69,0.50,-0.39,-5.75,-4.51,-1.92,-0.13,0.57,0.14,1012.82
0.999,-0.73,0.57,-0.47,-5.75,-4.51,-1.92,-0.13,0.57,0.14,1012.82
1.003,-0.73,0.57,-0.47,-5.75,-4.51,-1.92,0.32,0.93,-0.89,1012.82
1.005,-0.73,0.57,-0.47,-5.75,-4.51,-1.92,0.32,0.93,-0.89,1012.81
1.007,-0.73,0.57,-0.47,-5.85,-3.67,-2.52,0.32,0.93,-0.89,1012.81
1.048,-0.20,2.67,-0.76,-5.85,-3.67,-2.52,0.32,0.93,-0.89,1012.81
1.051,-0.20,2.67,-0.76,-5.85,-3.67,-2.52,0.80,0.85,-1.56,1012.81
1.053,-0.20,2.67,-0.76,-0.13,16.73,-4.90,0.80,0.85,-1.56,1012.81
1.059,-0.20,2.67,-0.76,-0.13,16.73,-4.90,0.80,0.85,-1.56,1012.80
1.09,-0.23,0.27,-0.08,-0.13,16.73,-4.90,0.80,0.85,-1.56,1012.80
1.092,-0.23,0.27,-0.08,-0.13,16.73,-4.90,-0.31,0.27,-0.67,1012.80
1.092,-0.23,0.27,-0.08,-0.23,-6.61,1.60,-0.31,0.27,-0.67,1012.80
1.119,-1.10,0.73,-0.30,-0.23,-6.61,1.60,-0.31,0.27,-0.67,1012.80
1.122,-1.10,0.73,-0.30,-0.23,-6.61,1.60,0.25,1.56,-0.67,1012.80
1.124,-1.10,0.73,-0.30,-8.47,-1.98,-0.32,0.25,1.56,-0.67,1012.80
1.127,-1.10,0.73,-0.30,-8.47,-1.98,-0.32,0.25,1.56,-0.67,1012.80
1.158,-0.30,1.37,-0.43,-8.47,-1.98,-0.32,0.25,1.56,-0.67,1012.80
1.16,-0.30,1.37,-0.43,-8.47,-1.98,-0.32,0.26,-0.06,0.13,1012.80
1.161,-0.30,1.37,-0.43,-0.66,4.23,-1.42,0.26,-0.06,0.13,1012.80
1.189,-0.30,1.37,-0.43,-0.66,4.23,-1.42,0.26,-0.06,0.13,1012.80
1.201,-0.40,0.92,-0.39,-0.66,4.23,-1.42,0.26,-0.06,0.13,1012.80
1.202,-0.40,0.92,-0.39,-0.66,4.23,-1.42,0.03,0.00,0.51,1012.80
1.203,-0.40,0.92,-0.39,-1.79,-0.25,-1.00,0.03,0.00,0.51,1012.80
1.241,-0.34,0.94,-0.42,-1.79,-0.25,-1.00,0.03,0.00,0.51,1012.80
1.244,-0.34,0.94,-0.42,-1.79,-0.25,-1.00,-0.17,0.12,0.69,1012.80
1.245,-0.34,0.94,-0.42,-1.79,-0.25,-1.00,-0.17,0.12,0.69,1012.80
1.246,-0.34,0.94,-0.42,-1.49,-0.10,-1.37,-0.17,0.12,0.69,1012.80
1.289,-0.10,0.98,-0.35,-1.49,-0.10,-1.37,-0.17,0.12,0.69,1012.80
1.292,-0.10,0.98,-0.35,-1.49,-0.10,-1.37,-0.35,-0.38,0.78,1012.80
1.293,-0.10,0.98,-0.35,0.62,0.19,-0.78,-0.35,-0.38,0.78,1012.80
1.299,-0.10,0.98,-0.35,0.62,0.19,-0.78,-0.35,-0.38,0.78,1012.79
1.317,0.02,0.91,-0.21,0.62,0.19,-0.78,-0.35,-0.38,0.78,1012.79
1.32,0.02,0.91,-0.21,0.62,0.19,-0.78,-0.41,-0.32,0.76,1012.79
1.32,0.02,0.91,-0.21,1.51,-0.60,0.38,-0.41,-0.32,0.76,1012.79
1.359,-0.04,0.92,-0.17,1.51,-0.60,0.38,-0.41,-0.32,0.76,1012.79
1.366,-0.04,0.92,-0.17,1.51,-0.60,0.38,-0.31,-0.01,0.58,1012.79
1.369,-0.04,0.92,-0.17,0.74,-0.47,0.67,-0.31,-0.01,0.58,1012.79
1.37,-0.04,0.92,-0.17,0.74,-0.47,0.67,-0.31,-0.01,0.58,1012.79
1.397,0.12,0.91,-0.07,0.74,-0.47,0.67,-0.31,-0.01,0.58,1012.79
1.399,0.12,0.91,-0.07,0.74,-0.47,0.67,-0.17,-0.20,0.40,1012.79
1.4,0.12,0.91,-0.07,2.05,-0.58,1.48,-0.17,-0.20,0.40,1012.79
1.419,0.12,0.91,-0.07,2.05,-0.58,1.48,-0.17,-0.20,0.40,1012.81
1.435,0.21,0.98,-0.14,2.05,-0.58,1.48,-0.17,-0.20,0.40,1012.81
1.438,0.21,0.98,-0.14,2.05,-0.58,1.48,0.02,0.00,0.07,1012.81
1.44,0.21,0.98,-0.14,2.92,0.02,0.87,0.02,0.00,0.07,1012.81
1.475,0.15,1.12,-0.29,2.92,0.02,0.87,0.02,0.00,0.07,1012.81
1.478,0.15,1.12,-0.29,2.92,0.02,0.87,0.12,0.18,-0.24,1012.81
1.479,0.15,1.12,-0.29,2.37,1.47,-0.56,0.12,0.18,-0.24,1012.81
1.48,0.15,1.12,-0.29,2.37,1.47,-0.56,0.12,0.18,-0.24,1012.81
1.516,0.15,1.12,-0.29,-0.22,2.15,-1.21,0.12,0.18,-0.24,1012.81
1.518,-0.13,1.20,-0.36,-0.22,2.15,-1.21,0.12,0.18,-0.24,1012.81
1.519,-0.13,1.20,-0.36,-0.22,2.15,-1.21,-0.00,-0.22,-0.41,1012.81
1.539,-0.13,1.20,-0.36,-0.22,2.15,-1.21,-0.00,-0.22,-0.41,1012.80
1.568,-0.20,1.33,-0.43,-0.22,2.15,-1.21,-0.00,-0.22,-0.41,1012.80
1.571,-0.20,1.33,-0.43,-0.22,2.15,-1.21,-0.26,-0.60,-0.31,1012.80
1.572,-0.20,1.33,-0.43,-0.69,3.35,-2.01,-0.26,-0.60,-0.31,1012.80
1.597,-0.39,1.65,-0.16,-0.69,3.35,-2.01,-0.26,-0.60,-0.31,1012.80
1.599,-0.39,1.65,-0.16,-0.69,3.35,-2.01,-0.47,-0.90,-0.01,1012.80
1.6,-0.39,1.65,-0.16,-2.44,6.38,0.42,-0.47,-0.90,-0.01,1012.80
1.601,-0.39,1.65,-0.16,-2.44,6.38,0.42,-0.47,-0.90,-0.01,1012.79
1.64,0.67,1.60,0.15,-2.44,6.38,0.42,-0.47,-0.90,-0.01,1012.79
1.644,0.67,1.60,0.15,-2.44,6.38,0.42,-0.70,-1.03,0.25,1012.79
1.646,0.67,1.60,0.15,7.77,5.76,3.06,-0.70,-1.03,0.25,1012.79
1.682,0.67,1.60,0.15,7.77,5.76,3.06,-0.70,-1.03,0.25,1012.80
1.687,1.15,1.46,-0.02,7.77,5.76,3.06,-0.70,-1.03,0.25,1012.80
1.703,1.15,1.46,-0.02,7.77,5.76,3.06,-0.21,0.43,-0.93,1012.80
1.703,1.15,1.46,-0.02,12.63,4.29,1.31,-0.21,0.43,-0.93,1012.80
1.712,-0.86,1.88,-0.52,12.63,4.29,1.31,-0.21,0.43,-0.93,1012.80
1.713,-0.86,1.88,-0.52,12.63,4.29,1.31,1.28,1.13,-3.51,1012.80
1.714,-0.86,1.88,-0.52,-5.74,8.66,-3.01,1.28,1.13,-3.51,1012.80
1.716,-0.86,1.88,-0.52,-5.74,8.66,-3.01,1.28,1.13,-3.51,1012.81
1.765,-0.71,1.46,-0.46,-5.74,8.66,-3.01,1.28,1.13,-3.51,1012.81
1.768,-0.71,1.46,-0.46,-5.74,8.66,-3.01,1.36,-1.64,-3.19,1012.81
1.77,-0.71,1.46,-0.46,-2.89,5.03,-2.06,1.36,-1.64,-3.19,1012.81
1.777,-0.71,1.46,-0.46,-2.89,5.03,-2.06,1.36,-1.64,-3.19,1012.81
1.811,-0.06,1.21,-0.29,-2.89,5.03,-2.06,1.36,-1.64,-3.19,1012.81
1.812,-0.06,1.21,-0.29,-2.89,5.03,-2.06,0.85,-2.75,-2.54,1012.81
1.813,-0.06,1.21,-0.29,4.61,3.07,-0.56,0.85,-2.75,-2.54,1012.81
1.84,-0.35,0.78,-0.09,4.61,3.07,-0.56,0.85,-2.75,-2.54,1012.81
1.841,-0.35,0.78,-0.09,4.61,3.07,-0.56,0.64,-1.12,-2.51,1012.81
1.842,-0.35,0.78,-0.09,2.62,-0.55,1.26,0.64,-1.12,-2.51,1012.81
1.842,-0.35,0.78,-0.09,2.62,-0.55,1.26,0.64,-1.12,-2.51,1012.81
1.88,-0.25,0.41,-0.07,2.62,-0.55,1.26,0.64,-1.12,-2.51,1012.81
1.881,-0.25,0.41,-0.07,2.62,-0.55,1.26,0.64,0.06,-1.74,1012.81
1.882,-0.25,0.41,-0.07,4.14,-3.60,1.73,0.64,0.06,-1.74,1012.81
