time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.003,-0.01,0.97,-0.26,0.15,0.12,-0.05,0.14,-0.10,0.08,976.72
0.016,-0.04,0.99,-0.23,0.15,0.12,-0.05,0.14,-0.10,0.08,976.72
0.017,-0.04,0.99,-0.23,0.15,0.12,-0.05,0.07,0.05,0.02,976.72
0.017,-0.04,0.99,-0.23,0.24,0.01,-0.38,0.07,0.05,0.02,976.72
0.033,-0.02,0.98,-0.25,0.24,0.01,-0.38,0.07,0.05,0.02,976.72
0.036,-0.02,0.98,-0.25,0.24,0.01,-0.38,0.07,0.05,0.02,976.72
0.053,-0.00,0.98,-0.25,0.24,0.01,-0.38,0.07,0.05,0.02,976.72
0.053,-0.00,0.98,-0.25,0.24,0.01,-0.38,0.04,-0.02,0.02,976.72
0.054,-0.00,0.98,-0.25,-0.06,0.03,-0.20,0.04,-0.02,0.02,976.72
0.072,-0.00,0.99,-0.26,-0.06,0.03,-0.20,0.04,-0.02,0.02,976.72
0.094,-0.02,0.98,-0.24,-0.06,0.03,-0.20,0.04,-0.02,0.02,976.72
0.095,-0.02,0.98,-0.24,-0.06,0.03,-0.20,0.02,-0.08,0.03,976.72
0.096,-0.02,0.98,-0.24,-0.06,0.03,-0.19,0.02,-0.08,0.03,976.72
0.1,-0.02,0.98,-0.24,-0.06,0.03,-0.19,0.02,-0.08,0.03,976.71
0.113,-0.05,0.98,-0.24,-0.06,0.03,-0.19,0.02,-0.08,0.03,976.71
0.136,-0.04,0.97,-0.23,-0.06,0.03,-0.19,0.02,-0.08,0.03,976.71
0.137,-0.04,0.97,-0.23,-0.06,0.03,-0.19,-0.02,-0.04,0.03,976.71
0.138,-0.04,0.97,-0.23,-0.10,0.00,-0.20,-0.02,-0.04,0.03,976.71
0.153,-0.03,0.99,-0.23,-0.10,0.00,-0.20,-0.02,-0.04,0.03,976.71
0.157,-0.03,0.99,-0.23,-0.10,0.00,-0.20,-0.02,-0.04,0.03,976.69
0.179,-0.02,0.98,-0.24,-0.10,0.00,-0.20,-0.02,-0.04,0.03,976.69
0.181,-0.02,0.98,-0.24,-0.10,0.00,-0.20,-0.02,-0.08,0.08,976.69
0.182,-0.02,0.98,-0.24,-0.15,0.02,-0.12,-0.02,-0.08,0.08,976.69
0.192,0.01,0.99,-0.22,-0.15,0.02,-0.12,-0.02,-0.08,0.08,976.69
0.224,-0.01,0.98,-0.22,-0.15,0.02,-0.12,-0.02,-0.08,0.08,976.69
0.225,-0.01,0.98,-0.22,-0.15,0.02,-0.12,-0.03,-0.05,0.10,976.69
0.226,-0.01,0.98,-0.22,-0.18,0.01,-0.13,-0.03,-0.05,0.10,976.69
0.227,-0.01,0.98,-0.22,-0.18,0.01,-0.13,-0.03,-0.05,0.10,976.68
0.236,-0.01,0.97,-0.22,-0.18,0.01,-0.13,-0.03,-0.05,0.10,976.68
0.251,0.01,0.98,-0.22,-0.18,0.01,-0.13,-0.03,-0.05,0.10,976.68
0.251,0.01,0.98,-0.22,-0.18,0.01,-0.13,-0.03,0.02,0.09,976.68
0.252,0.01,0.98,-0.22,0.05,-0.04,-0.01,-0.03,0.02,0.09,976.68
0.271,0.03,1.00,-0.24,0.05,-0.04,-0.01,-0.03,0.02,0.09,976.68
0.276,0.03,1.00,-0.24,0.05,-0.04,-0.01,-0.03,0.02,0.09,976.70
0.292,0.03,1.00,-0.24,0.20,0.07,-0.12,-0.03,0.02,0.09,976.70
0.294,0.01,0.99,-0.24,0.20,0.07,-0.12,-0.03,0.02,0.09,976.70
0.295,0.01,0.99,-0.24,0.20,0.07,-0.12,-0.02,0.04,0.08,976.70
