time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.004,0.29,0.94,0.07,-0.24,-0.01,-0.36,0.11,-0.14,0.11,1012.86
0.005,0.39,0.93,0.11,-0.24,-0.01,-0.36,0.11,-0.14,0.11,1012.86
0.02,0.38,0.91,0.14,-0.24,-0.01,-0.36,0.11,-0.14,0.11,1012.86
0.021,0.38,0.91,0.14,-0.24,-0.01,-0.36,0.05,-0.27,0.13,1012.86
0.022,0.38,0.91,0.14,-0.30,0.00,-0.30,0.05,-0.27,0.13,1012.86
0.039,0.31,0.95,0.13,-0.30,0.00,-0.30,0.05,-0.27,0.13,1012.86
0.06,0.31,0.95,0.13,-0.30,0.00,-0.30,0.05,-0.27,0.13,1012.85
0.061,0.28,0.96,0.09,-0.30,0.00,-0.30,0.05,-0.27,0.13,1012.85
0.062,0.28,0.96,0.09,-0.30,0.00,-0.30,0.04,-0.03,0.03,1012.85
0.062,0.28,0.96,0.09,0.61,-0.05,-0.19,0.04,-0.03,0.03,1012.85
0.084,0.28,0.93,0.11,0.61,-0.05,-0.19,0.04,-0.03,0.03,1012.85
0.098,0.30,0.93,0.14,0.61,-0.05,-0.19,0.04,-0.03,0.03,1012.85
0.099,0.30,0.93,0.14,0.61,-0.05,-0.19,0.02,-0.04,-0.00,1012.85
0.1,0.30,0.93,0.14,-0.10,0.04,-0.28,0.02,-0.04,-0.00,1012.85
0.112,0.30,0.93,0.14,-0.10,0.04,-0.28,0.02,-0.04,-0.00,1012.84
0.118,0.34,0.94,0.13,-0.10,0.04,-0.28,0.02,-0.04,-0.00,1012.84
0.157,0.32,0.93,0.13,-0.10,0.04,-0.28,0.02,-0.04,-0.00,1012.84
0.159,0.32,0.93,0.13,-0.10,0.04,-0.28,-0.01,-0.11,0.00,1012.84
0.161,0.32,0.93,0.13,-0.11,0.04,-0.27,-0.01,-0.11,0.00,1012.84
0.161,0.29,0.93,0.13,-0.11,0.04,-0.27,-0.01,-0.11,0.00,1012.84
0.18,0.29,0.93,0.13,-0.11,0.04,-0.27,-0.01,-0.11,0.00,1012.84
0.181,0.28,0.92,0.14,-0.11,0.04,-0.27,-0.01,-0.11,0.00,1012.84
0.182,0.28,0.92,0.14,-0.11,0.04,-0.27,0.01,-0.01,-0.03,1012.84
0.182,0.28,0.92,0.14,0.18,-0.00,-0.12,0.01,-0.01,-0.03,1012.84
0.198,0.29,0.93,0.15,0.18,-0.00,-0.12,0.01,-0.01,-0.03,1012.84
0.218,0.31,0.93,0.15,0.18,-0.00,-0.12,0.01,-0.01,-0.03,1012.84
0.22,0.31,0.93,0.15,0.18,-0.00,-0.12,0.02,-0.04,-0.02,1012.84
0.221,0.31,0.93,0.15,-0.06,-0.12,0.08,0.02,-0.04,-0.02,1012.84
0.232,0.31,0.93,0.15,-0.06,-0.12,0.08,0.02,-0.04,-0.02,1012.84
0.256,0.29,0.94,0.13,-0.06,-0.12,0.08,0.02,-0.04,-0.02,1012.84
0.259,0.28,0.93,0.14,-0.06,-0.12,0.08,0.02,-0.04,-0.02,1012.84
0.26,0.28,0.93,0.14,-0.06,-0.12,0.08,0.02,-0.03,-0.01,1012.84
0.262,0.28,0.93,0.14,-0.05,-0.12,0.09,0.02,-0.03,-0.01,1012.84
0.28,0.30,0.93,0.14,-0.05,-0.12,0.09,0.02,-0.03,-0.01,1012.84
0.292,0.30,0.93,0.14,-0.05,-0.12,0.09,0.02,-0.03,-0.01,1012.84
0.297,0.30,0.93,0.13,-0.05,-0.12,0.09,0.02,-0.03,-0.01,1012.84
0.298,0.30,0.93,0.13,-0.04,-0.02,-0.03,0.02,-0.03,-0.01,1012.84
0.299,0.30,0.93,0.13,-0.04,-0.02,-0.03,0.03,0.02,0.00,1012.84
0.317,0.28,0.94,0.11,-0.04,-0.02,-0.03,0.03,0.02,0.00,1012.84
0.336,0.29,0.94,0.11,-0.04,-0.02,-0.03,0.03,0.02,0.00,1012.84
0.337,0.29,0.94,0.11,-0.04,-0.02,-0.03,0.03,0.03,0.01,1012.84
0.338,0.29,0.94,0.11,-0.08,0.01,-0.22,0.03,0.03,0.01,1012.84
0.353,0.29,0.94,0.11,-0.08,0.01,-0.22,0.03,0.03,0.01,1012.84
0.359,0.30,0.94,0.12,-0.08,0.01,-0.22,0.03,0.03,0.01,1012.84
0.38,0.31,0.93,0.14,-0.08,0.01,-0.22,0.03,0.03,0.01,1012.84
0.381,0.31,0.93,0.14,-0.08,0.01,-0.22,0.01,0.00,0.02,1012.84
0.381,0.31,0.93,0.14,-0.09,0.01,-0.21,0.01,0.00,0.02,1012.84
0.395,0.31,0.92,0.14,-0.09,0.01,-0.21,0.01,0.00,0.02,1012.84
0.412,0.31,0.92,0.14,-0.09,0.01,-0.21,0.01,0.00,0.02,1012.84
0.416,0.33,0.93,0.14,-0.09,0.01,-0.21,0.01,0.00,0.02,1012.84
0.416,0.33,0.93,0.14,-0.09,0.01,-0.21,0.00,0.00,0.00,1012.84
0.416,0.33,0.93,0.14,0.10,-0.08,-0.05,0.00,0.00,0.00,1012.84
0.435,0.36,0.93,0.15,0.10,-0.08,-0.05,0.00,0.00,0.00,1012.84
0.458,0.33,0.93,0.17,0.10,-0.08,-0.05,0.00,0.00,0.00,1012.84
0.46,0.33,0.93,0.17,0.10,-0.08,-0.05,0.02,0.00,-0.04,1012.84
0.461,0.33,0.93,0.17,0.43,-0.06,0.17,0.02,0.00,-0.04,1012.84
0.482,0.33,0.93,0.17,0.43,-0.06,0.17,0.02,0.00,-0.04,1012.86
0.483,0.30,0.96,0.12,0.43,-0.06,0.17,0.02,0.00,-0.04,1012.86
0.494,0.35,0.94,0.12,0.43,-0.06,0.17,0.02,0.00,-0.04,1012.86
0.495,0.35,0.94,0.12,0.43,-0.06,0.17,0.06,0.05,-0.11,1012.86
0.496,0.35,0.94,0.12,0.47,-0.07,0.19,0.06,0.05,-0.11,1012.86
0.514,0.38,0.93,0.13,0.47,-0.07,0.19,0.06,0.05,-0.11,1012.86
0.532,0.38,0.93,0.13,0.47,-0.07,0.19,0.06,0.05,-0.11,1012.87
0.534,0.38,0.93,0.13,0.53,0.03,-0.08,0.06,0.05,-0.11,1012.87
0.535,0.33,0.92,0.12,0.53,0.03,-0.08,0.06,0.05,-0.11,1012.87
0.537,0.33,0.92,0.12,0.53,0.03,-0.08,0.07,-0.04,-0.19,1012.87
0.554,0.26,0.86,0.17,0.53,0.03,-0.08,0.07,-0.04,-0.19,1012.87
0.574,0.26,0.86,0.17,0.02,-0.51,0.31,0.07,-0.04,-0.19,1012.87
0.575,0.26,0.89,0.20,0.02,-0.51,0.31,0.07,-0.04,-0.19,1012.87
0.576,0.26,0.89,0.20,0.02,-0.51,0.31,0.04,-0.14,-0.28,1012.87
0.592,0.26,0.89,0.20,0.02,-0.51,0.31,0.04,-0.14,-0.28,1012.86
0.595,0.27,0.95,0.16,0.02,-0.51,0.31,0.04,-0.14,-0.28,1012.86
0.613,0.27,0.95,0.16,0.11,-0.53,0.34,0.04,-0.14,-0.28,1012.86
0.615,0.28,0.94,0.14,0.11,-0.53,0.34,0.04,-0.14,-0.28,1012.86
0.615,0.28,0.94,0.14,0.11,-0.53,0.34,0.04,-0.20,-0.26,1012.86
