time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,0.35,0.98,0.01,-0.08,0.02,0.25,-0.01,0.03,0.01,1012.86
0.003,0.35,0.98,0.01,-0.08,0.02,0.25,0.04,-0.13,0.01,1012.86
0.003,0.35,0.98,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01,1012.86
0.012,0.28,0.93,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01,1012.86
0.026,0.28,0.93,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01,1012.85
0.032,0.28,0.90,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01,1012.85
0.033,0.28,0.90,0.01,0.14,0.12,-0.16,-0.01,0.02,-0.01,1012.85
0.034,0.28,0.90,0.01,0.14,0.11,-0.16,-0.01,0.02,-0.01,1012.85
0.052,0.27,1.00,-0.02,0.14,0.11,-0.16,-0.01,0.02,-0.01,1012.85
0.072,0.28,0.96,0.01,0.14,0.11,-0.16,-0.01,0.02,-0.01,1012.85
0.074,0.28,0.96,0.01,0.14,0.11,-0.16,-0.00,0.03,-0.03,1012.85
0.075,0.28,0.96,0.01,-0.05,-0.10,-0.07,-0.00,0.03,-0.03,1012.85
0.091,0.28,0.96,0.01,-0.05,-0.10,-0.07,-0.00,0.03,-0.03,1012.84
0.093,0.28,0.96,0.01,-0.05,-0.10,-0.07,-0.00,0.03,-0.03,1012.84
0.112,0.30,0.96,0.01,-0.05,-0.10,-0.07,-0.00,0.03,-0.03,1012.84
0.114,0.30,0.96,0.01,-0.05,-0.10,-0.07,-0.02,-0.03,-0.01,1012.84
0.114,0.30,0.96,0.01,0.04,0.09,0.00,-0.02,-0.03,-0.01,1012.84
0.132,0.29,0.93,0.02,0.04,0.09,0.00,-0.02,-0.03,-0.01,1012.84
0.146,0.29,0.93,0.02,0.04,0.09,0.00,-0.02,-0.03,-0.01,1012.84
0.151,0.29,0.93,0.02,0.05,0.08,-0.01,-0.02,-0.03,-0.01,1012.84
0.153,0.28,0.94,0.00,0.05,0.08,-0.01,-0.02,-0.03,-0.01,1012.84
0.153,0.28,0.94,0.00,0.05,0.08,-0.01,-0.01,0.03,-0.03,1012.84
0.184,0.27,0.96,0.01,0.05,0.08,-0.01,-0.01,0.03,-0.03,1012.84
0.214,0.25,0.98,-0.00,0.05,0.08,-0.01,-0.01,0.03,-0.03,1012.84
0.215,0.25,0.98,-0.00,0.05,0.08,-0.01,-0.01,0.03,-0.04,1012.84
0.215,0.25,0.98,-0.00,-0.01,-0.11,0.02,-0.01,0.03,-0.04,1012.84
0.216,0.25,0.98,-0.00,-0.01,-0.11,0.02,-0.01,0.03,-0.04,1012.83
0.217,0.25,0.97,-0.00,-0.01,-0.11,0.02,-0.01,0.03,-0.04,1012.83
0.233,0.27,0.95,-0.00,-0.01,-0.11,0.02,-0.01,0.03,-0.04,1012.83
0.234,0.27,0.95,-0.00,-0.01,-0.11,0.02,-0.01,0.00,-0.03,1012.83
0.235,0.27,0.95,-0.00,-0.18,0.12,-0.11,-0.01,0.00,-0.03,1012.83
0.251,0.26,0.94,-0.01,-0.18,0.12,-0.11,-0.01,0.00,-0.03,1012.83
0.277,0.26,0.94,-0.01,-0.18,0.12,-0.11,-0.01,0.00,-0.03,1012.82
0.279,0.24,0.95,-0.04,-0.18,0.12,-0.11,-0.01,0.00,-0.03,1012.82
0.28,0.24,0.95,-0.04,-0.18,0.12,-0.11,-0.02,0.01,0.00,1012.82
0.281,0.24,0.95,-0.04,-0.18,0.12,-0.12,-0.02,0.01,0.00,1012.82
0.308,0.24,0.97,-0.03,-0.18,0.12,-0.12,-0.02,0.01,0.00,1012.82
0.31,0.27,0.96,0.04,-0.18,0.12,-0.12,-0.02,0.01,0.00,1012.82
0.311,0.27,0.96,0.04,-0.18,0.12,-0.12,-0.07,-0.13,0.03,1012.82
0.312,0.27,0.96,0.04,-0.32,-0.02,-0.33,-0.07,-0.13,0.03,1012.82
0.326,0.27,0.96,0.04,-0.32,-0.02,-0.33,-0.07,-0.13,0.03,1012.82
0.329,0.31,0.94,0.06,-0.32,-0.02,-0.33,-0.07,-0.13,0.03,1012.82
0.349,0.30,0.92,0.06,-0.32,-0.02,-0.33,-0.07,-0.13,0.03,1012.82
0.35,0.30,0.92,0.06,-0.32,-0.02,-0.33,-0.08,-0.17,0.06,1012.82
0.351,0.30,0.92,0.06,0.13,-0.11,0.39,-0.08,-0.17,0.06,1012.82
0.372,0.28,0.94,0.03,0.13,-0.11,0.39,-0.08,-0.17,0.06,1012.82
0.401,0.28,0.94,0.03,0.13,-0.11,0.39,-0.08,-0.17,0.06,1012.83
0.403,0.29,0.97,0.02,0.13,-0.11,0.39,-0.08,-0.17,0.06,1012.83
0.404,0.29,0.97,0.02,0.13,-0.11,0.39,-0.04,-0.12,0.05,1012.83
0.407,0.29,0.97,0.02,0.11,-0.10,0.38,-0.04,-0.12,0.05,1012.83
0.409,0.29,0.93,0.02,0.11,-0.10,0.38,-0.04,-0.12,0.05,1012.83
0.428,0.35,0.95,0.04,0.11,-0.10,0.38,-0.04,-0.12,0.05,1012.83
0.43,0.35,0.95,0.04,0.11,-0.10,0.38,-0.04,-0.22,0.02,1012.83
0.431,0.35,0.95,0.04,0.02,-0.06,0.10,-0.04,-0.22,0.02,1012.83
0.446,0.35,0.95,0.04,0.02,-0.06,0.10,-0.04,-0.22,0.02,1012.84
0.448,0.32,0.99,0.01,0.02,-0.06,0.10,-0.04,-0.22,0.02,1012.84
0.47,0.26,0.96,0.00,0.02,-0.06,0.10,-0.04,-0.22,0.02,1012.84
0.472,0.26,0.96,0.00,0.02,-0.06,0.10,-0.01,-0.14,-0.04,1012.84
0.474,0.26,0.96,0.00,0.28,0.17,0.06,-0.01,-0.14,-0.04,1012.84
0.505,0.27,0.91,0.01,0.28,0.17,0.06,-0.01,-0.14,-0.04,1012.84
0.507,0.27,0.91,0.01,0.28,0.17,0.06,-0.01,-0.14,-0.04,1012.83
0.507,0.25,0.88,-0.00,0.28,0.17,0.06,-0.01,-0.14,-0.04,1012.83
0.508,0.25,0.88,-0.00,0.28,0.17,0.06,-0.02,-0.11,-0.07,1012.83
0.508,0.25,0.88,-0.00,0.30,0.16,0.07,-0.02,-0.11,-0.07,1012.83
0.526,0.29,0.96,-0.03,0.30,0.16,0.07,-0.02,-0.11,-0.07,1012.83
0.546,0.34,1.00,0.01,0.30,0.16,0.07,-0.02,-0.11,-0.07,1012.83
0.547,0.34,1.00,0.01,0.30,0.16,0.07,-0.10,-0.39,-0.05,1012.83
0.548,0.34,1.00,0.01,-0.07,-0.32,-0.15,-0.10,-0.39,-0.05,1012.83
0.58,0.34,1.00,0.01,-0.07,-0.32,-0.15,-0.10,-0.39,-0.05,1012.82
0.582,0.34,0.98,-0.01,-0.07,-0.32,-0.15,-0.10,-0.39,-0.05,1012.82
0.607,0.32,0.94,0.06,-0.07,-0.32,-0.15,-0.10,-0.39,-0.05,1012.82
0.608,0.32,0.94,0.06,-0.07,-0.32,-0.15,-0.13,-0.45,-0.10,1012.82
0.609,0.32,0.94,0.06,0.55,0.17,0.09,-0.13,-0.45,-0.10,1012.82
0.609,0.33,0.94,0.07,0.55,0.17,0.09,-0.13,-0.45,-0.10,1012.82
0.626,0.33,0.94,0.07,0.55,0.17,0.09,-0.13,-0.45,-0.10,1012.82
0.627,0.30,0.98,0.03,0.55,0.17,0.09,-0.13,-0.45,-0.10,1012.82
0.628,0.30,0.98,0.03,0.55,0.17,0.09,-0.08,-0.35,-0.22,1012.82
0.629,0.30,0.98,0.03,0.62,0.15,0.09,-0.08,-0.35,-0.22,1012.82
0.645,0.28,0.99,0.01,0.62,0.15,0.09,-0.08,-0.35,-0.22,1012.82
0.666,0.25,0.95,0.02,0.62,0.15,0.09,-0.08,-0.35,-0.22,1012.82
0.668,0.25,0.95,0.02,0.62,0.15,0.09,-0.00,-0.34,-0.31,1012.82
0.669,0.25,0.95,0.02,0.44,0.09,0.25,-0.00,-0.34,-0.31,1012.82
0.696,0.27,0.96,0.04,0.44,0.09,0.25,-0.00,-0.34,-0.31,1012.82
0.697,0.27,0.96,0.04,0.44,0.09,0.25,-0.00,-0.34,-0.31,1012.82
0.704,0.34,0.98,0.03,0.44,0.09,0.25,-0.00,-0.34,-0.31,1012.82
0.705,0.34,0.98,0.03,0.44,0.09,0.25,0.06,-0.29,-0.35,1012.82
0.706,0.34,0.98,0.03,0.41,-0.02,0.29,0.06,-0.29,-0.35,1012.82
0.724,0.35,0.95,0.06,0.41,-0.02,0.29,0.06,-0.29,-0.35,1012.82
0.744,0.34,0.95,0.04,0.41,-0.02,0.29,0.06,-0.29,-0.35,1012.82
0.745,0.34,0.95,0.04,0.41,-0.02,0.29,0.16,-0.20,-0.46,1012.82
0.746,0.34,0.95,0.04,0.57,-0.07,0.36,0.16,-0.20,-0.46,1012.82
0.747,0.34,0.95,0.04,0.57,-0.07,0.36,0.16,-0.20,-0.46,1012.84
0.764,0.36,0.96,0.01,0.57,-0.07,0.36,0.16,-0.20,-0.46,1012.84
0.786,0.36,0.96,0.01,1.40,-0.18,0.47,0.16,-0.20,-0.46,1012.84
0.789,0.36,1.01,-0.04,1.40,-0.18,0.47,0.16,-0.20,-0.46,1012.84
0.79,0.36,1.01,-0.04,1.40,-0.18,0.47,0.25,-0.06,-0.67,1012.84
0.827,0.22,1.04,-0.06,1.40,-0.18,0.47,0.25,-0.06,-0.67,1012.84
0.829,0.22,1.04,-0.06,1.40,-0.18,0.47,0.25,-0.06,-0.67,1012.87
0.83,0.08,1.07,-0.13,1.40,-0.18,0.47,0.25,-0.06,-0.67,1012.87
0.831,0.08,1.07,-0.13,1.40,-0.18,0.47,0.32,0.24,-0.88,1012.87
0.832,0.08,1.07,-0.13,0.47,0.59,-0.46,0.32,0.24,-0.88,1012.87
0.844,0.06,1.06,-0.19,0.47,0.59,-0.46,0.32,0.24,-0.88,1012.87
0.862,-0.10,1.03,-0.13,0.47,0.59,-0.46,0.32,0.24,-0.88,1012.87
0.864,-0.10,1.03,-0.13,0.47,0.59,-0.46,0.46,0.52,-0.87,1012.87
0.865,-0.10,1.03,-0.13,0.78,0.54,-0.31,0.46,0.52,-0.87,1012.87
0.866,-0.10,1.03,-0.13,0.78,0.54,-0.31,0.46,0.52,-0.87,1012.87
0.882,-0.30,0.95,0.06,0.78,0.54,-0.31,0.46,0.52,-0.87,1012.87
0.902,-0.26,0.77,-0.02,0.78,0.54,-0.31,0.46,0.52,-0.87,1012.87
0.903,-0.26,0.77,-0.02,0.78,0.54,-0.31,0.40,0.38,-0.54,1012.87
0.904,-0.26,0.77,-0.02,-2.26,0.24,-0.32,0.40,0.38,-0.54,1012.87
0.922,-0.08,0.66,0.10,-2.26,0.24,-0.32,0.40,0.38,-0.54,1012.87
0.926,-0.08,0.66,0.10,-2.26,0.24,-0.32,0.40,0.38,-0.54,1012.86
0.942,-0.01,0.77,0.22,-2.26,0.24,-0.32,0.40,0.38,-0.54,1012.86
0.943,-0.01,0.77,0.22,-2.26,0.24,-0.32,0.28,-0.90,0.08,1012.86
0.944,-0.01,0.77,0.22,-2.27,-2.45,1.64,0.28,-0.90,0.08,1012.86
0.962,0.02,0.75,0.14,-2.27,-2.45,1.64,0.28,-0.90,0.08,1012.86
0.99,0.00,0.94,0.19,-2.27,-2.45,1.64,0.28,-0.90,0.08,1012.86
0.993,0.00,0.94,0.19,-2.27,-2.45,1.64,0.24,-1.61,0.39,1012.86
0.995,0.00,0.94,0.19,-2.33,-2.39,1.78,0.24,-1.61,0.39,1012.86
0.996,0.00,0.94,0.19,-2.33,-2.39,1.78,0.24,-1.61,0.39,1012.85
1.003,0.10,1.19,-0.09,-2.33,-2.39,1.78,0.24,-1.61,0.39,1012.85
1.021,0.32,1.13,-0.10,-2.33,-2.39,1.78,0.24,-1.61,0.39,1012.85
1.022,0.32,1.13,-0.10,-2.33,-2.39,1.78,0.46,-1.95,0.64,1012.85
1.023,0.32,1.13,-0.10,-0.94,-0.09,1.82,0.46,-1.95,0.64,1012.85
1.04,0.60,0.97,-0.16,-0.94,-0.09,1.82,0.46,-1.95,0.64,1012.85
1.045,0.60,0.97,-0.16,-0.94,-0.09,1.82,0.46,-1.95,0.64,1012.85
1.06,0.60,0.97,-0.16,3.15,0.67,-0.50,0.46,-1.95,0.64,1012.85
1.063,0.53,1.00,-0.33,3.15,0.67,-0.50,0.46,-1.95,0.64,1012.85
1.064,0.53,1.00,-0.33,3.15,0.67,-0.50,0.93,-0.79,0.64,1012.85
1.088,-0.00,1.11,-0.32,3.15,0.67,-0.50,0.93,-0.79,0.64,1012.85
1.1,-0.27,1.10,-0.46,3.15,0.67,-0.50,0.93,-0.79,0.64,1012.85
1.102,-0.27,1.10,-0.46,3.15,0.67,-0.50,0.95,0.94,0.18,1012.85
1.103,-0.27,1.10,-0.46,2.97,0.73,-0.20,0.95,0.94,0.18,1012.85
1.121,-0.27,1.10,-0.46,2.97,0.73,-0.20,0.95,0.94,0.18,1012.85
1.123,0.07,1.01,-0.44,2.97,0.73,-0.20,0.95,0.94,0.18,1012.85
1.141,0.47,1.01,-0.33,2.97,0.73,-0.20,0.95,0.94,0.18,1012.85
